Event Parameter Name,ARRAY Sub-parameter Name,Parameter Description,Parameter Size,Parameter Type,Logical value,Literal value,Parameter Resolution,Parameter Unit,Deprecated Since
EVENT_PARAM_3GPP_CAUSE_GROUP,,"This parameter holds all Cause-Group values that are described in the S1AP 3GPP specification, Section 9.2.1.3 in TS 36.413 or in the X2AP 3GPP specification, Section 9.2.6 in TS 36.423.     Needs to be used jointly with EVENT_PARAM_3GPP_CAUSE",1,ENUM,EVENT_VALUE_TRANSPORT_LAYER_GROUP,1.0,,,
EVENT_PARAM_3GPP_CAUSE_GROUP,,"This parameter holds all Cause-Group values that are described in the S1AP 3GPP specification, Section 9.2.1.3 in TS 36.413 or in the X2AP 3GPP specification, Section 9.2.6 in TS 36.423.     Needs to be used jointly with EVENT_PARAM_3GPP_CAUSE",1,ENUM,EVENT_VALUE_NAS_GROUP,2.0,,,
EVENT_PARAM_3GPP_CAUSE_GROUP,,"This parameter holds all Cause-Group values that are described in the S1AP 3GPP specification, Section 9.2.1.3 in TS 36.413 or in the X2AP 3GPP specification, Section 9.2.6 in TS 36.423.     Needs to be used jointly with EVENT_PARAM_3GPP_CAUSE",1,ENUM,EVENT_VALUE_PROTOCOL_GROUP,3.0,,,
EVENT_PARAM_3GPP_CAUSE_GROUP,,"This parameter holds all Cause-Group values that are described in the S1AP 3GPP specification, Section 9.2.1.3 in TS 36.413 or in the X2AP 3GPP specification, Section 9.2.6 in TS 36.423.     Needs to be used jointly with EVENT_PARAM_3GPP_CAUSE",1,ENUM,EVENT_VALUE_MISCELLANEOUS_GROUP,4.0,,,
EVENT_PARAM_3GPP_PROCEDURE,,Indicates if it is 3GPP procedure or not.,1,ENUM,,,,,
EVENT_PARAM_3GPP_PROCEDURE,,Indicates if it is 3GPP procedure or not.,1,ENUM,EVENT_VALUE_3GPP,0.0,,,
EVENT_PARAM_3GPP_PROCEDURE,,Indicates if it is 3GPP procedure or not.,1,ENUM,EVENT_VALUE_NON_3GPP,1.0,,,
EVENT_PARAM_ACCUMULATED_DL_ADMITTED_GBR,,Total amount of admitted DL bit rate for GBR bearers in the request.,4,UINT,,,1.0,Mbit/s,
EVENT_PARAM_ACCUMULATED_DL_REQUESTED_GBR,,Total amount of requested DL bit rate for GBR bearers in the request.,4,UINT,,,1.0,Mbit/s,
EVENT_PARAM_ACCUMULATED_SESSION_TIME,,Indicates how long accumulated session time until looping UE has been detected.,9,STRING,,,,,
EVENT_PARAM_ACCUMULATED_UL_ADMITTED_GBR,,Total amount of admitted UL bit rate for GBR bearers in the request.,4,UINT,,,1.0,Mbit/s,
EVENT_PARAM_ACCUMULATED_UL_REQUESTED_GBR,,Total amount of requested UL bit rate for GBR bearers in the request.,4,UINT,,,1.0,Mbit/s,
EVENT_PARAM_ACC_TYPE,,The access type that triggered the ERAB setup,1,ENUM,,,,,
EVENT_PARAM_ACC_TYPE,,The access type that triggered the ERAB setup,1,ENUM,EVENT_VALUE_NORMAL_ACCESS,0.0,,,
EVENT_PARAM_ACC_TYPE,,The access type that triggered the ERAB setup,1,ENUM,EVENT_VALUE_PRIVILEGED_ACCESS,1.0,,,
EVENT_PARAM_ACC_TYPE,,The access type that triggered the ERAB setup,1,ENUM,EVENT_VALUE_PRIVILEGED_ACCESS_IN_LIMITED_SERVICE_MODE,2.0,,,
EVENT_PARAM_ADJUST_DL_PRB_OFFLOAD,,Adjustment to decrease capacity cell measured DL PRB usage of offload traffic.,1,UINT,,,1.0,%,
EVENT_PARAM_ADJUST_RRC_OFFLOAD,,Adjustment to decrease capacity cell measured active RRC connections of offload traffic.,1,UINT,,,1.0,%,
EVENT_PARAM_ADMISSION_ARP_LEVEL,,Description of the ARP level the admission control mechanism has switched to.,1,UINT,,,1.0,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,,,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_NOT_APPLICABLE,0.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ALL_BLOCKING,1.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP1,2.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP2,3.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP3,4.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP4,5.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP5,6.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP6,7.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP7,8.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP8,9.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP9,10.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP11,11.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP12,12.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP14,13.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP15,14.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_OVERLOAD,15.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP10,16.0,,,
EVENT_PARAM_ADM_CTRL_BLOCKING_ARP,,"Blocking ARP level or overload indication at admission control reject. The ARP blocking level is applicable when an MSR has rejected, both when pre-emption was attempted and not attempted.",1,ENUM,EVENT_VALUE_ARP13,17.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,,,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_NOT_APPLICABLE,0.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_DL_PRB_UTIL_CELL_REJECT,1.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_UL_PRB_UTIL_CELL_REJECT,2.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_DL_PRB_UTIL_BPR_REJECT,3.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_UL_PRB_UTIL_BPR_REJECT,4.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_DL_SE_UTIL_CELL_REJECT,5.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_UL_SE_UTIL_CELL_REJECT,6.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_DL_SE_UTIL_BPR_REJECT,7.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_UL_SE_UTIL_BPR_REJECT,8.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_DL_BB_CAP_UTIL_BPR_REJECT,9.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_UL_BB_CAP_UTIL_BPR_REJECT,10.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_UL_CCE_UTIL_CELL_REJECT,11.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_NUMBER_OF_RBS_BPR_REJECT,12.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_NUMBER_OF_UES_BPR_REJECT,13.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_NUMBER_OF_UES_ENB_REJECT,14.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_ENB_GBR_DL_CAPACITY_REJECT,15.0,,,
EVENT_PARAM_ADM_CTRL_REJECTING_MSR_PREEMPTION_ATTEMPTED,,Indicates the MSR in admission control that is rejecting prior to a pre-emption was attempted.,1,ENUM,EVENT_VALUE_MSR_ENB_GBR_UL_CAPACITY_REJECT,16.0,,,
EVENT_PARAM_ADV_CELL_SUP_RECOVERY_METHOD,,The method for Advanced Cell Supervision recovery from sleeping cell.,1,ENUM,,,,,
EVENT_PARAM_ADV_CELL_SUP_RECOVERY_METHOD,,The method for Advanced Cell Supervision recovery from sleeping cell.,1,ENUM,EVENT_VALUE_ADV_CELL_SUP_CELL,0.0,,,
EVENT_PARAM_ADV_CELL_SUP_RECOVERY_METHOD,,The method for Advanced Cell Supervision recovery from sleeping cell.,1,ENUM,EVENT_VALUE_ADV_CELL_SUP_NODE,1.0,,,
EVENT_PARAM_ADV_CELL_SUP_RECOVERY_RESULT,,The result of an Advanced Cell Supervision  recovery attempt.,1,ENUM,,,,,
EVENT_PARAM_ADV_CELL_SUP_RECOVERY_RESULT,,The result of an Advanced Cell Supervision  recovery attempt.,1,ENUM,EVENT_VALUE_ADV_CELL_SUP_RECOVERED,0.0,,,
EVENT_PARAM_ADV_CELL_SUP_RECOVERY_RESULT,,The result of an Advanced Cell Supervision  recovery attempt.,1,ENUM,EVENT_VALUE_ADV_CELL_SUP_NOT_RECOVERED,1.0,,,
EVENT_PARAM_ADV_CELL_SUP_RULE,,"The number of the rule that triggered sleeping cell detection. For description of the rules, see the user description of feature ""Advanced Cell Supervision"" and “AI Powered ACS”.",1,UINT,,,1.0,,
EVENT_PARAM_AFFECTED_MEAS_TYPE,,The UE Measurement type that the reject has affect on.,1,ENUM,,,,,
EVENT_PARAM_AFFECTED_MEAS_TYPE,,The UE Measurement type that the reject has affect on.,1,ENUM,EVENT_VALUE_EVENT_A1,0.0,,,
EVENT_PARAM_AFFECTED_MEAS_TYPE,,The UE Measurement type that the reject has affect on.,1,ENUM,EVENT_VALUE_EVENT_A2,1.0,,,
EVENT_PARAM_AFFECTED_MEAS_TYPE,,The UE Measurement type that the reject has affect on.,1,ENUM,EVENT_VALUE_EVENT_A3,2.0,,,
EVENT_PARAM_AFFECTED_MEAS_TYPE,,The UE Measurement type that the reject has affect on.,1,ENUM,EVENT_VALUE_EVENT_A4,3.0,,,
EVENT_PARAM_AFFECTED_MEAS_TYPE,,The UE Measurement type that the reject has affect on.,1,ENUM,EVENT_VALUE_EVENT_A5,4.0,,,
EVENT_PARAM_AFFECTED_MEAS_TYPE,,The UE Measurement type that the reject has affect on.,1,ENUM,EVENT_VALUE_EVENT_B1,5.0,,,
EVENT_PARAM_AFFECTED_MEAS_TYPE,,The UE Measurement type that the reject has affect on.,1,ENUM,EVENT_VALUE_EVENT_B2,6.0,,,
EVENT_PARAM_AFFECTED_MEAS_TYPE,,The UE Measurement type that the reject has affect on.,1,ENUM,EVENT_VALUE_PERIODIC,7.0,,,
EVENT_PARAM_AFFECTED_MEAS_TYPE,,The UE Measurement type that the reject has affect on.,1,ENUM,EVENT_VALUE_REPORT_CGI,8.0,,,
EVENT_PARAM_AFFECTED_MEAS_TYPE,,The UE Measurement type that the reject has affect on.,1,ENUM,EVENT_VALUE_PERIODIC_LOC,9.0,,,
EVENT_PARAM_AFFECTED_MEAS_TYPE,,The UE Measurement type that the reject has affect on.,1,ENUM,EVENT_VALUE_EVENT_A6,10.0,,,
EVENT_PARAM_AFFECTED_MEAS_TYPE,,The UE Measurement type that the reject has affect on.,1,ENUM,EVENT_VALUE_EVENT_A2_PERIODIC,11.0,,,
EVENT_PARAM_AILG_TOT_DL_RES,,Aggregation Total Used PRBs for artificial load in DL during a given sampling time,5,LONG,,,1.0,byte,
EVENT_PARAM_ANR_CAUSE,,"Reason for automatic decision to remove, add or modify neighbor (eNb/gNB/cell/relation)",1,ENUM,,,,,
EVENT_PARAM_ANR_CAUSE,,"Reason for automatic decision to remove, add or modify neighbor (eNb/gNB/cell/relation)",1,ENUM,EVENT_VALUE_INACTIVITY,0.0,,,
EVENT_PARAM_ANR_CAUSE,,"Reason for automatic decision to remove, add or modify neighbor (eNb/gNB/cell/relation)",1,ENUM,EVENT_VALUE_X2_REPORT,1.0,,,
EVENT_PARAM_ANR_CAUSE,,"Reason for automatic decision to remove, add or modify neighbor (eNb/gNB/cell/relation)",1,ENUM,EVENT_VALUE_CGI_REPORT,2.0,,,
EVENT_PARAM_ANR_CAUSE,,"Reason for automatic decision to remove, add or modify neighbor (eNb/gNB/cell/relation)",1,ENUM,EVENT_VALUE_TOO_MANY_CELL_RELATIONS,3.0,,,
EVENT_PARAM_ANR_CAUSE,,"Reason for automatic decision to remove, add or modify neighbor (eNb/gNB/cell/relation)",1,ENUM,EVENT_VALUE_NODE_SWAP,4.0,,,
EVENT_PARAM_ANR_CAUSE,,"Reason for automatic decision to remove, add or modify neighbor (eNb/gNB/cell/relation)",1,ENUM,EVENT_VALUE_PCI_REPORT,5.0,,,
EVENT_PARAM_ANR_CAUSE,,"Reason for automatic decision to remove, add or modify neighbor (eNb/gNB/cell/relation)",1,ENUM,EVENT_VALUE_CORRECT_FAULTY_CONFIG,6.0,,,
EVENT_PARAM_ANR_EVAL_RESULT,,Indicates if ANR is triggered when receiving unknown NR Cell in B1 Measurement Report.,1,ENUM,,,,,
EVENT_PARAM_ANR_EVAL_RESULT,,Indicates if ANR is triggered when receiving unknown NR Cell in B1 Measurement Report.,1,ENUM,EVENT_VALUE_NO_VALUE,0.0,,,
EVENT_PARAM_ANR_EVAL_RESULT,,Indicates if ANR is triggered when receiving unknown NR Cell in B1 Measurement Report.,1,ENUM,EVENT_VALUE_ANR_EVAL_NO_ACTION_TOO_WEAK_TARGET_SIGNAL,1.0,,,
EVENT_PARAM_ANR_MEASURE_RESULT,,Success or failure,1,ENUM,,,,,
EVENT_PARAM_ANR_MEASURE_RESULT,,Success or failure,1,ENUM,EVENT_VALUE_SUCCESS,0.0,,,
EVENT_PARAM_ANR_MEASURE_RESULT,,Success or failure,1,ENUM,EVENT_VALUE_FAILURE,1.0,,,
EVENT_PARAM_ANR_MEASURE_RESULT,,Success or failure,1,ENUM,EVENT_VALUE_PARTIAL_NODE_RESTART,2.0,,,
EVENT_PARAM_ANR_OPERATION,,"Add, remove or update cell",1,ENUM,,,,,
EVENT_PARAM_ANR_OPERATION,,"Add, remove or update cell",1,ENUM,EVENT_VALUE_ADD,0.0,,,
EVENT_PARAM_ANR_OPERATION,,"Add, remove or update cell",1,ENUM,EVENT_VALUE_REMOVE,1.0,,,
EVENT_PARAM_ANR_OPERATION,,"Add, remove or update cell",1,ENUM,EVENT_VALUE_UPDATE,2.0,,,
EVENT_PARAM_ANR_PCI_CONFLICT_MEASURE_RESULT,,Success or failure,1,ENUM,,,,,
EVENT_PARAM_ANR_PCI_CONFLICT_MEASURE_RESULT,,Success or failure,1,ENUM,EVENT_VALUE_SUCCESS,0.0,,,
EVENT_PARAM_ANR_PCI_CONFLICT_MEASURE_RESULT,,Success or failure,1,ENUM,EVENT_VALUE_CGI_MEAS_TO,1.0,,,
EVENT_PARAM_ANR_PCI_CONFLICT_MEASURE_RESULT,,Success or failure,1,ENUM,EVENT_VALUE_RRC_RECONF_FAIL,2.0,,,
EVENT_PARAM_ANR_PCI_CONFLICT_MEASURE_RESULT,,Success or failure,1,ENUM,EVENT_VALUE_INVALID_MEAS_REPORT,3.0,,,
EVENT_PARAM_ANR_PCI_CONFLICT_MEASURE_RESULT,,Success or failure,1,ENUM,EVENT_VALUE_OTHER_REASON,4.0,,,
EVENT_PARAM_ANR_PCI_CONFLICT_MEASURE_RESULT,,Success or failure,1,ENUM,EVENT_VALUE_PARTIAL_NODE_RESTART,5.0,,,
EVENT_PARAM_ANR_PCI_MEASURE_RESULT,,The ANR PCI measurement result. Success or failure,1,ENUM,,,,,
EVENT_PARAM_ANR_PCI_MEASURE_RESULT,,The ANR PCI measurement result. Success or failure,1,ENUM,EVENT_VALUE_SUCCESS,0.0,,,
EVENT_PARAM_ANR_PCI_MEASURE_RESULT,,The ANR PCI measurement result. Success or failure,1,ENUM,EVENT_VALUE_FAILURE,1.0,,,
EVENT_PARAM_ANR_PCI_MEASURE_RESULT,,The ANR PCI measurement result. Success or failure,1,ENUM,EVENT_VALUE_FAILURE_MAX_LIMIT_REACHED,2.0,,,
EVENT_PARAM_ANR_REMOVE_CAUSE,,Reason for removing the ANR event based measurement,1,ENUM,,,,,
EVENT_PARAM_ANR_REMOVE_CAUSE,,Reason for removing the ANR event based measurement,1,ENUM,EVENT_VALUE_MAX_TIME_REACHED,0.0,,,
EVENT_PARAM_ANR_REMOVE_CAUSE,,Reason for removing the ANR event based measurement,1,ENUM,EVENT_VALUE_MAX_NUMBER_PCI_REPORT_REACHED,1.0,,,
EVENT_PARAM_ANR_RESULT,,"Success, failure or denied",1,ENUM,,,,,
EVENT_PARAM_ANR_RESULT,,"Success, failure or denied",1,ENUM,EVENT_VALUE_SUCCESS,0.0,,,
EVENT_PARAM_ANR_RESULT,,"Success, failure or denied",1,ENUM,EVENT_VALUE_MO_LIMIT_EXCEEDED,1.0,,,
EVENT_PARAM_ANR_RESULT,,"Success, failure or denied",1,ENUM,EVENT_VALUE_ACCESS_DENIED,2.0,,,
EVENT_PARAM_ANR_RESULT,,"Success, failure or denied",1,ENUM,EVENT_VALUE_FREQUENCY_NOT_CONFIGURED,3.0,,,
EVENT_PARAM_ANR_TRIGGER,,Indicates the trigger for performing ANR evaluation.,1,ENUM,,,,,
EVENT_PARAM_ANR_TRIGGER,,Indicates the trigger for performing ANR evaluation.,1,ENUM,EVENT_VALUE_ENDC_B1,0.0,,,
EVENT_PARAM_ANR_TRIGGER,,Indicates the trigger for performing ANR evaluation.,1,ENUM,EVENT_VALUE_MOBILITY_B1,1.0,,,
EVENT_PARAM_AOA,,Angle of Arrival (AOA). Index of the angle between UE radio signal and antenna normal. The range is from 0 to 180. 0 corresponds to -90 degrees and 180 corresponds to 90 degrees.,2,UINT,,,1.0,,
EVENT_PARAM_ARFCN,,"Indicates the ARFCN for a E-UTRA or NR carrier frequency (TDD or FDD), as defined in 3GPP TS 36.104, TS 38.104 for specified E-UTRA, NR bands.",3,UINT,,,1.0,,
EVENT_PARAM_ASGH1_PDCCH_CCE_AGGR_LEVEL_DISTR_0,,Number of downlink scheduling entities with PDCCH CCE aggregation level 1.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH1_PDCCH_CCE_AGGR_LEVEL_DISTR_1,,Number of downlink scheduling entities with PDCCH CCE aggregation level 2.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH1_PDCCH_CCE_AGGR_LEVEL_DISTR_2,,Number of downlink scheduling entities with PDCCH CCE aggregation level 4.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH1_PDCCH_CCE_AGGR_LEVEL_DISTR_3,,Number of downlink scheduling entities with PDCCH CCE aggregation level 8.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH1_PDCCH_CCE_AGGR_LEVEL_DISTR_4,,Number of uplink scheduling entities with PDCCH CCE aggregation level 1.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH1_PDCCH_CCE_AGGR_LEVEL_DISTR_5,,Number of uplink scheduling entities with PDCCH CCE aggregation level 2.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH1_PDCCH_CCE_AGGR_LEVEL_DISTR_6,,Number of uplink scheduling entities with PDCCH CCE aggregation level 4.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH1_PDCCH_CCE_AGGR_LEVEL_DISTR_7,,Number of uplink scheduling entities with PDCCH CCE aggregation level 8.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH3_PDCCH_CCE_AGGR_LEVEL_DISTR_0,,Number of downlink scheduling entities with PDCCH CCE aggregation level 1.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH3_PDCCH_CCE_AGGR_LEVEL_DISTR_1,,Number of downlink scheduling entities with PDCCH CCE aggregation level 2.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH3_PDCCH_CCE_AGGR_LEVEL_DISTR_2,,Number of downlink scheduling entities with PDCCH CCE aggregation level 4.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH3_PDCCH_CCE_AGGR_LEVEL_DISTR_3,,Number of downlink scheduling entities with PDCCH CCE aggregation level 8.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH3_PDCCH_CCE_AGGR_LEVEL_DISTR_4,,Number of uplink scheduling entities with PDCCH CCE aggregation level 1.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH3_PDCCH_CCE_AGGR_LEVEL_DISTR_5,,Number of uplink scheduling entities with PDCCH CCE aggregation level 2.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH3_PDCCH_CCE_AGGR_LEVEL_DISTR_6,,Number of uplink scheduling entities with PDCCH CCE aggregation level 4.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH3_PDCCH_CCE_AGGR_LEVEL_DISTR_7,,Number of uplink scheduling entities with PDCCH CCE aggregation level 8.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH9_PDCCH_CCE_AGGR_LEVEL_DISTR_0,,Number of downlink scheduling entities with PDCCH CCE aggregation level 1.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH9_PDCCH_CCE_AGGR_LEVEL_DISTR_1,,Number of downlink scheduling entities with PDCCH CCE aggregation level 2.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH9_PDCCH_CCE_AGGR_LEVEL_DISTR_2,,Number of downlink scheduling entities with PDCCH CCE aggregation level 4.,4,UINT,,,1.0,,
EVENT_PARAM_ASGH9_PDCCH_CCE_AGGR_LEVEL_DISTR_3,,Number of downlink scheduling entities with PDCCH CCE aggregation level 8.,4,UINT,,,1.0,,
