PmEvent Name,Event Id,Event Type,Event Description and Trigger,STANDARDIZED or PROPRIETARY,Event Groups,Message Trace Depth (UE Trace),Interface Classification (UE Trace),DeprecatedSince,ReasonForDeprecation,Periodicity (seconds),SupportedBands,SupportedDeployments,License,LimitationReason,EventStatus
DuF1GnbCuConfigurationUpdateFailure,2025,DU,GNB CU CONFIGURATION UPDATE FAILURE message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not verified for NR SA,USED
DuF1GnbDuConfigurationUpdate,2029,DU,GNB DU CONFIGURATION UPDATE message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,Not verified for NR SA,USED
DuF1GnbDuConfigurationUpdateAcknowledge,2027,DU,GNB DU CONFIGURATION UPDATE ACKNOWLEDGE message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,Not verified for NR SA,USED
DuF1GnbDuConfigurationUpdateFailure,2028,DU,GNB DU CONFIGURATION UPDATE FAILURE message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not verified for all deployments,USED
DuF1Paging,2058,DU,PAGING message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band, High-band","NR SA, CR NR SA",,,USED
DuF1PwsCancelRequest,2081,DU,Monitors the PWS Cancel Request procedure in DU.,STANDARDIZED,,,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,Not supported in MSRBS,USED
DuF1PwsCancelResponse,2082,DU,Monitors the PWS Cancel Respons procedure in DU.,STANDARDIZED,,,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,Not supported in MSRBS,USED
DuF1PwsFailureIndication,2087,DU,Monitors the PWS Failure Indication procedure in DU.,STANDARDIZED,,,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,Not supported in MSRBS,USED
DuF1PwsRestartIndication,2088,DU,Monitors the PWS Restart Indication procedure in DU.,STANDARDIZED,,,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,Not supported in MSRBS.,USED
DuF1Reset,2031,DU,RESET message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,Not used in current deployments,USED
DuF1ResetAcknowledge,2030,DU,RESET ACKNOWLEDGE message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,Not used in current deployments,USED
DuF1ResourceStatusFailure,2085,DU,RESOURCE STATUS FAILURE message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,CR NR SA deployment not supported,USED
DuF1ResourceStatusRequest,2083,DU,RESOURCE STATUS REQUEST message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,CR NR SA deployment not supported,USED
DuF1ResourceStatusResponse,2084,DU,RESOURCE STATUS RESPONSE message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,CR NR SA deployment not supported,USED
DuF1ResourceStatusUpdate,2086,DU,RESOURCE STATUS UPDATE message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,CR NR SA deployment not supported,USED
DuF1SetupFailure,2039,DU,SETUP FAILURE message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,Not verified for NR SA,USED
DuF1SetupRequest,2019,DU,SETUP REQUEST message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,Not verified for NR SA,USED
DuF1SetupResponse,2020,DU,SETUP RESPONSE message. See 3GPP TS 38.473.,STANDARDIZED,,,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,Not verified for NR SA,USED
DuF1TraceStart,2014,UE,Monitors TRACE START message.,STANDARDIZED,,"0,2,3,5",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not supported in HB SA,USED
DuF1UeContextModificationConfirm,2043,UE,UE CONTEXT MODIFICATION CONFIRM message. See 3GPP TS 38.473.,STANDARDIZED,,"0,2,3,5",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not supported in HB SA,USED
DuF1UeContextModificationFailure,2032,UE,UE CONTEXT MODIFICATION FAILURE message. See 3GPP TS 38.473.,STANDARDIZED,,"0,2,3,5",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not verified for NR SA,USED
DuF1UeContextModificationRefuse,2044,UE,UE CONTEXT MODIFICATION REFUSE message. See 3GPP TS 38.473.,STANDARDIZED,,"0,2,3,5",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not supported in HB SA,USED
DuF1UeContextModificationRequest,2033,UE,UE CONTEXT MODIFICATION REQUEST message. See 3GPP TS 38.473.,STANDARDIZED,,"0,2,3,5",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not verified for NR SA,USED
DuF1UeContextModificationRequired,2045,UE,UE CONTEXT MODIFICATION REQUIRED message. See 3GPP TS 38.473.,STANDARDIZED,,"0,2,3,5",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not supported in HB SA,USED
DuF1UeContextModificationResponse,2034,UE,UE CONTEXT MODIFICATION RESPONSE message. See 3GPP TS 38.473.,STANDARDIZED,,"0,2,3,5",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not verified for NR SA,USED
DuF1UeContextReleaseCommand,2035,UE,UE CONTEXT RELEASE COMMAND message. See 3GPP TS 38.473.,STANDARDIZED,,"0,2,3,5",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not verified for NR SA,USED
DuF1UeContextReleaseComplete,2036,UE,UE CONTEXT RELEASE COMPLETE message. See 3GPP TS 38.473.,STANDARDIZED,,"0,2,3,5",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not verified for NR SA,USED
DuF1UeContextReleaseRequest,2037,UE,UE CONTEXT RELEASE REQUEST message. See 3GPP TS 38.473.,STANDARDIZED,,"0,2,3,5",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not verified for NR SA,USED
DuF1UeContextSetupFailure,2021,UE,UE CONTEXT SETUP FAILURE message. See 3GPP TS 38.473.,STANDARDIZED,,"0,2,3,5",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not verified for NR SA,USED
DuF1UeContextSetupRequest,2022,UE,UE CONTEXT SETUP REQUEST message. See 3GPP TS 38.473.,STANDARDIZED,,"0,2,3,5",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not verified for NR SA,USED
DuF1UeContextSetupResponse,2023,UE,UE CONTEXT SETUP FAILURE message. See 3GPP TS 38.473.,STANDARDIZED,,"0,2,3,5",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not verified for NR SA,USED
DuF1WriteReplaceWarningRequest,2079,DU,Monitors the PWS WRITE-REPLACE WARNING REQUEST in DU.,STANDARDIZED,,,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,Not supported in MSRBS,USED
DuF1WriteReplaceWarningResponse,2080,DU,Monitors the PWS WRITE-REPLACE WARNING RESPONSE in DU.,STANDARDIZED,,,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,Not supported in MSRBS,USED
DuPerCellBeamMgmt,2013,NRCELL,Periodical measurements of cell beam.,PROPRIETARY,,,,,,1,High-band,"EN-DC, NR SA",,,USED
DuPerCellIpnPerPrb,2047,NRCELL,Periodic measurement of interference plus noise per PRB,PROPRIETARY,,,,,,1,High-band,"EN-DC, NR SA",,,USED
DuPerCellLinkAdaptationRep,2051,NRCELL,Periodic measurements of cell link adaptation.,PROPRIETARY,,,,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,,USED
DuPerCellPagingRep,2052,NRCELL,Paging measurement of cell.,PROPRIETARY,,,,,,1,"Low-band, Mid-band, High-band",NR SA,,,USED
DuPerCellQosTrafficRep,2009,NRCELL,Periodical measurements of cell traffic for each QoS.,PROPRIETARY,CCTR,,,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED
DuPerCellResourceRep,2011,NRCELL,Cell resource report.,PROPRIETARY,CCTR,,,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,,USED
DuPerCellRimRep,2070,NRCELL,Periodic measurement of RIM,PROPRIETARY,,,,,,1,Mid-band,"EN-DC, NR SA",,,USED
DuPerCellTrafficRep,2005,NRCELL,Periodical measurements of cell traffic.,PROPRIETARY,CCTR,,,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED
DuPerCellTrafficRepExtended,2053,NRCELL,Extended periodical measurements of cell traffic.,PROPRIETARY,,,,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED
DuPerCellTrafficRepLcg,2054,NRCELL,Periodical measurements of cell traffic for each logical channel group.,PROPRIETARY,,,,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED
DuPerCellUeContextAllocated,2055,NRCELL,Number of UEs with allocated UE context in NRCellDU.,PROPRIETARY,,,,,,5,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED
DuPerCellUlConfGrant,2069,NRCELL,Number of UEs configured with UL Configured Grant.,PROPRIETARY,,,,,,5,"Low-band, Mid-band","EN-DC, NR SA",,,USED
DuPerCellpartitionResourceRep,2059,NRCELL,Cell partition resource report.,PROPRIETARY,,,,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA","LicenseKeyId: CXC4012559, LicenseMoId: NRRadioResourcePartitioning, LicenseName: NR Radio Resource Partitioning",High-Band not supported,USED
DuPerCellplmnTrafficRep,2090,NRCELL,Periodical measurements of cell traffic volume and scheduling activity with CELLPLMN granularity.,PROPRIETARY,,,,,,1,"Low-band, Mid-band","EN-DC, NR SA",,,USED
DuPerF1PagingRep,2056,DU,F1AP paging messages in gNodeB-DU.,PROPRIETARY,,,,,,1,"Low-band, Mid-band, High-band",NR SA,,,USED
DuPerNRCellDUDowntime,2012,NRCELL,"Triggered every second when cell is non-operational, that is, NRCellDU.operationalState is set to DISABLED by system. Issued only when gNodeB is operational.",PROPRIETARY,CCTR,,,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED
DuPerRadioBeamMeasurement,2018,NRCELL,"Measurements like RSRP, SINR, or timing advance values for each beam.",PROPRIETARY,,,,,,1,High-band,"EN-DC, NR SA",,,USED
DuPerRadioCellMeasurement,2010,NRCELL,Periodic measurements of cell radio environment.,PROPRIETARY,CCTR,,,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED
DuPerRadioCellMeasurementExtended,2057,NRCELL,Extended periodic measurements of cell radio environment.,PROPRIETARY,,,,,,1,High-band,"EN-DC, NR SA",,Not verified in NR SA,USED
DuPerRadioUeMeasurement,2004,UE,Periodic measurements of UE radio environment.,PROPRIETARY,CCTR,"1,2",UU,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA",,High-band not ready,USED
DuPerRadioUeMeasurementAggr60,2064,UE,Time aggregated periodic measurements of UE radio environment.,PROPRIETARY,,,,,,60,"Low-band, Mid-band, High-band","EN-DC, NR SA","LicenseKeyId: CXC4012601, LicenseMoId: AggregatedPmEvents, LicenseName: Aggregated Pm Events",High-band not ready,USED
DuPerRbsLicenseRep,2099,DU,Parameters related to utilized level of capacity license for each gNodeB for uplink and downlink.,PROPRIETARY,,,,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not supported in HB SA,USED
DuPerRimMeasurementReport,2091,NRCELL,Multiple detected RIM-RS sequence info for each RIM-RS report interval (Minimum 1 second).,PROPRIETARY,,,,,,1,Mid-band,NR SA,"LicenseKeyId: CXC4012635, LicenseMoId: NrRemoteInterferenceManagement, LicenseName: NR Remote Interference Management",Status Preliminary,PRELIMINARY
DuPerSectorCarrierDirEmfPwrCtrl,2071,NRCELL,Periodical measurements of Directional EMF power backoff control.,PROPRIETARY,,,,,,1,"Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,Not verified in High-Band,USED
DuPerSectorCarrierEmfPwrCtrl,2006,NRCELL,Periodical measurements of power backoff control.,PROPRIETARY,,,,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not verified in High-Band,USED
DuPerUeBwpConf,2097,NRCELL,"UE distribution among different BWPs within given PCell or PSCell and its SCells, reported from PCell or PSCell node.",PROPRIETARY,,,,,,1,"Low-band, Mid-band","EN-DC, NR SA",,,USED
DuPerUeRbTrafficRep,2008,UE,Periodic measurements of Radio Bearer (RB) traffic.,PROPRIETARY,CCTR,"1,2",UU,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED
DuPerUeRbTrafficRepAggr10,2067,UE,Time-aggregated periodic measurements of Radio Bearer (RB) traffic. Time interval is 10 s.,PROPRIETARY,,,,,,10,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED
DuPerUeRbTrafficRepAggr60,2065,UE,Time aggregated periodic measurements of Radio Bearer (RB) traffic.,PROPRIETARY,,,,,,60,"Low-band, Mid-band, High-band","EN-DC, NR SA","LicenseKeyId: CXC4012601, LicenseMoId: AggregatedPmEvents, LicenseName: Aggregated Pm Events",,USED
DuPerUeTrafficRep,2001,UE,Periodic measurements of UE traffic.,PROPRIETARY,CCTR,"1,2",UU,,,1,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,,USED
DuPerUeTrafficRepAggr10,2068,UE,Time-aggregated periodic measurements of UE traffic. Time interval is 10 s.,PROPRIETARY,,,,,,10,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,,USED
DuPerUeTrafficRepAggr60,2066,UE,Time aggregated periodic measurements of UE traffic.,PROPRIETARY,,,,,,60,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA","LicenseKeyId: CXC4012601, LicenseMoId: AggregatedPmEvents, LicenseName: Aggregated Pm Events",,USED
DuPimMeasurementsRep,2062,NRCELL,Generated for PIM measurements report. Contains information about PIM aggressors based on PIM detection.,PROPRIETARY,,,,24.Q1,Planned to be removed.,,Low-band,"EN-DC, NR SA",,,DEPRECATED
DuProcRrcAccess,2042,UE,"RRC Setup, RRC Resume, and RRC Reestablishment procedures in DU.",PROPRIETARY,,,,,,,"Low-band, Mid-band, High-band",NR SA,,RRC Resume and RRC Reestablishment procedure is not ready in High-Band,USED
DuProcUeContextModification,2046,UE,Event for UE context modification.,PROPRIETARY,CCTR,"0,1,2",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED
DuProcUeContextRelease,2063,UE,Event for UE context release.,PROPRIETARY,CCTR,"0,1,2",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,Not supported in HB SA,USED
DuProcUeContextSetup,2048,UE,UE CONTEXT SETUP message.,PROPRIETARY,CCTR,"0,1,2",F1,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA",,,USED
DuPwsRepetStoppedCmas,2017,NRCELL,Completed CMAS message broadcasts.,PROPRIETARY,,,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,,USED
DuPwsRepetStoppedEtws,2016,NRCELL,Completed ETWS message broadcasts.,PROPRIETARY,,,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,,USED
DuRrcReestablishmentRequest,2061,UE,Applied only when RRCReestablishmentRequest message is ignored by DU because of Baseband connection intensity control or Baseband MP load control indicating OVERLOAD state. Never sent to CUCP. See 3GPP TS 38.331.,STANDARDIZED,,,,,,,"Low-band, Mid-band",NR SA,,,USED
DuRrcReject,2041,UE,Applied only when RRCReject message is sent by DU because of Baseband connection intensity control. See 3GPP TS 38.331.,STANDARDIZED,,,,,,,"Low-band, Mid-band, High-band",NR SA,,,USED
DuRrcResumeRequest,2060,UE,Only applicable when RRCResumeRequest message is rejected by gNodeB-DU because of Baseband connection intensity control or Baseband MP load control indicating OVERLOAD or VERY HIGH state. Never sent to gNodeB-CU-CP. See 3GPP TS 38.331.,STANDARDIZED,,,,,,,"Low-band, Mid-band",NR SA,,,USED
DuRrcSetupRequest,2040,UE,Applied only when RRCSetupRequest is rejected by DU because of Baseband connection intensity control. Never sent to CUCP. See 3GPP TS 38.331.,STANDARDIZED,,,,,,,"Low-band, Mid-band, High-band",NR SA,,,USED
DuRrpShareUpdate,2098,NRCELL,Contains information about partition share updates.,PROPRIETARY,,,,,,,"Low-band, Mid-band","EN-DC, NR SA",,,USED
