Managed Areas,MO Class,EBS MO,DU Radio Node / Baseband Radio Node support,Counter,Counter Type,Counter Size,Description,Unit,Condition,Sampling Rate,Scanner,Counter is reset after measurement period,Related PM Event,Pico Support? (Y/N)
,EUtranCellFDD/EUtranCellTDD,Cell,,pmCellHoPrepAttLteSmallCellQci1Drx,ACC,Single,"The number of attempts to S1 LTE intra/inter frequency handover preparation to small cell (i.e.NpPCI, CSG, Hybrid cell) when Non AG capable UE is having QCI1 bearer",,OSS shall step this counter when the following pmEvent INTERNAL_PROC_HO_PREP_S1_OUT is received and the HO target type is Intra/Inter frequency femto.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmCellHoPrepSuccLteInterFNpPCI,ACC,PDF[504],The number of successful S1 inter frequency handover preparation to each Non-planned PCI (Femto Cell),,OSS shall steps this counter for each PCI when the following pmEvent INTERNAL_PROC_HO_PREP_S1_OUT is received and the HO result is successful for the Inter frequency femto.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmCellHoPrepSuccLteIntraFNpPCI,ACC,PDF[504],The number of successful S1 intra frequency handover preparations to each Non-planned PCI (Femto Cell),,OSS shall step this counter for each PCI when the following pmEvent INTERNAL_PROC_HO_PREP_S1_OUT is received and the HO result is successful for the Intra frequency femto.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmCellHoPrepSuccLteSmallCellMcPttAg,ACC,Single,"The number of successful S1 LTE Intra/Inter frequency handover preparations to small cell (i.e.NpPCI, CSG, Hybrid cell) when AG capable UE has MCPTT bearer.",,OSS shall step this counter when the following pmEvent INTERNAL_PROC_HO_PREP_S1_OUT is received and the HO result is successful for the Intra/Inter frequency femto,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmCellHoPrepSuccLteSmallCellMcPttDrx,ACC,Single,"The number of successful S1 LTE Intra/Inter frequency handover preparations to small cell (i.e.NpPCI, CSG, Hybrid cell) when non-AG capable UE has MCPTT bearer.",,OSS shall step this counter when the following pmEvent INTERNAL_PROC_HO_PREP_S1_OUT is received and the HO result is successful for the Intra/Inter frequency femto,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmCellHoPrepSuccLteSmallCellNonMcPttAg,ACC,Single,"The number of successful S1 LTE Intra/Inter frequency handover preparations to small cell (i.e.NpPCI, CSG, Hybrid cell) when AG capable UE has non-MCPTT bearer.",,OSS shall step this counter when the following pmEvent INTERNAL_PROC_HO_PREP_S1_OUT is received and the HO result is successful for the Intra/Inter frequency femto,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmCellHoPrepSuccLteSmallCellNonMcPttDrx,ACC,Single,"The number of successful S1 LTE Intra/Inter frequency handover preparations to small cell (i.e.NpPCI, CSG, Hybrid cell) when non-AG capable UE has non-MCPTT bearer.",,OSS shall step this counter when the following pmEvent INTERNAL_PROC_HO_PREP_S1_OUT is received and the HO result is successful for the Intra/Inter frequency femto,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmCellHoPrepSuccLteSmallCellQci1Ag,ACC,Single,"The number of successful S1 LTE Intra/Inter frequency handover preparations to small cell (i.e.NpPCI, CSG, Hybrid cell) when AG capable UE is having QCI1 bearer",,OSS shall step this counter when the following pmEvent INTERNAL_PROC_HO_PREP_S1_OUT is received and the HO result is successful for the Intra/Inter frequency femto,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmCellHoPrepSuccLteSmallCellQci1Drx,ACC,Single,"The number of successful S1 LTE Intra/Inter frequency handover preparations to small cell (i.e.NpPCI, CSG, Hybrid cell) when Non AG capable UE is having QCI1 bearer",,OSS shall step this counter when the following pmEvent INTERNAL_PROC_HO_PREP_S1_OUT is received and the HO result is successful for the Intra/Inter frequency femto,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDlS1Cdma2000TunnelingHOFail,ACC,Single,This measurement shall provide the number of DL S1 CDMA2000 Tunneling messages received by the eNodeB during the ROP with HO preparation failure status from CDMA2000 1xRTT Cell.,,At reception by the eNodeB of the DL S1 CDMA2000 Tunneling message with the CDMA2000 HO Status IE set to HO Failure and CDMA2000 RAT Type to 1xRTT.,,Not included in any pre-defined scanner,,S1_DOWNLINK_S1_CDMA2000_TUNNELING_EXT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDlS1Cdma2000TunnelingHOSucc,ACC,Single,This measurement shall provide the number of DL S1 CDMA2000 Tunneling messages received by the eNodeB during the ROP with HO preparation success from CDMA2000 1xRTT Cell.,,At reception by the eNodeB of the DL S1 CDMA2000 Tunneling message with the CDMA2000 HO Status IE to HO Success and CDMA2000 RAT Type to 1xRTT.,,Not included in any pre-defined scanner,,S1_DOWNLINK_S1_CDMA2000_TUNNELING_EXT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDlS1Cdma2000TunnelingNonHO,ACC,Single,This measurement shall provide the number of DL S1 CDMA2000 Tunneling messages received by the eNodeB during the ROP when 1xRTT CS Pre-registration or SMS delivery.,,At reception by the eNodeB of the DL S1 CDMA2000 Tunneling message without CDMA2000 HO Status IE.,,Not included in any pre-defined scanner,,S1_DOWNLINK_S1_CDMA2000_TUNNELING_EXT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDrxMeasSuccCgi,ACC,Single,The total number of successful CGI measurement with DRX for ANR.,,OSS shall step this counter when the pmEvent IINTERNAL_PROC_ANR_CGI_REPORT is received and measurement result is successful.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ANR_CGI_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDrxMeasSuccCgi,ACC,Single,The total number of successful CGI measurement with DRX for Non-planned PCI.,,OSS shall step this counter when the pmEvent INTERNAL_PROC_NON_PLANNED_PCI_CGI_REPORT is received and measurement result is successful.,,Not included in any pre-defined scanner,,INTERNAL_PROC_NON_PLANNED_PCI_CGI_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDrxMeasSuccCgi,ACC,Single,The total number of successful CGI measurement with DRX for ANR PCI Conflict.,,OSS shall step this counter when the pmEvent INTERNAL_PROC_ANR_PCI_CONFLICT_CGI_REPORT is received and measurement result is successful.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ANR_PCI_CONFLICT_CGI_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDrxMeasSuccCgi,ACC,Single,The total number of successful CGI measurement with DRX for mobility to CSG cells.,,OSS shall step this counter when the pmEvent INTERNAL_PROC_CSG_CELL_CGI_REPORT is received and measurement result is successful.,,Not included in any pre-defined scanner,,INTERNAL_PROC_CSG_CELL_CGI_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDrxMeasSuccCgiMcPtt,ACC,Single,The total number of successful CGI measurement with DRX for Non planned PCI when the UE has MCPTT bearer.,,OSS shall step this counter when the pmEvent INTERNAL_PROC_NON_PLANNED_PCI_CGI_REPORT is received and measurement result is successful.,,Not included in any pre-defined scanner,,INTERNAL_PROC_NON_PLANNED_PCI_CGI_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDrxMeasSuccCgiMcPtt,ACC,Single,The total number of successful CGI measurement with DRX for ANR PCI Conflict when the UE has MCPTT bearer.,,OSS shall step this counter when the pmEvent INTERNAL_PROC_ANR_PCI_CONFLICT_CGI_REPORT is received and measurement result is successful.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ANR_PCI_CONFLICT_CGI_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDrxMeasSuccCgiMcPtt,ACC,Single,The total number of successful CGI measurement with DRX for mobility to CSG cells when the UE has MCPTT bearer.,,OSS shall step this counter when the pmEvent INTERNAL_PROC_CSG_CELL_CGI_REPORT is received and measurement result is successful.,,Not included in any pre-defined scanner,,INTERNAL_PROC_CSG_CELL_CGI_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDrxMeasSuccCgiNonMcPtt,ACC,Single,The total number of successful CGI measurement with DRX for ANR PCI Conflict when the UE has non-MCPTT bearer.,,OSS shall step this counter when the pmEvent INTERNAL_PROC_ANR_PCI_CONFLICT_CGI_REPORT is received and measurement result is successful.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ANR_PCI_CONFLICT_CGI_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDrxMeasSuccCgiNonMcPtt,ACC,Single,The total number of successful CGI measurement with DRX for Non planned PCI when the UE has non-MCPTT bearer.,,OSS shall step this counter when the pmEvent INTERNAL_PROC_NON_PLANNED_PCI_CGI_REPORT is received and measurement result is successful.,,Not included in any pre-defined scanner,,INTERNAL_PROC_NON_PLANNED_PCI_CGI_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDrxMeasSuccCgiNonMcPtt,ACC,Single,The total number of successful CGI measurement with DRX for mobility to CSG cells when the UE has non-MCPTT bearer.,,OSS shall step this counter when the pmEvent INTERNAL_PROC_CSG_CELL_CGI_REPORT is received and measurement result is successful.,,Not included in any pre-defined scanner,,INTERNAL_PROC_CSG_CELL_CGI_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDrxMeasSuccCgiQci1,ACC,Single,The total number of successful CGI measurement with DRX for mobility to CSG cells when the UE has QCI1 bearer.,,OSS shall step this counter when the pmEvent INTERNAL_PROC_CSG_CELL_CGI_REPORT is received and measurement result is successful.,,Not included in any pre-defined scanner,,INTERNAL_PROC_CSG_CELL_CGI_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDrxMeasSuccCgiQci1,ACC,Single,The total number of successful CGI measurement with DRX for Non planned PCI when the UE has QCI1 bearer.,,OSS shall step this counter when the pmEvent INTERNAL_PROC_NON_PLANNED_PCI_CGI_REPORT is received and measurement result is successful.,,Not included in any pre-defined scanner,,INTERNAL_PROC_NON_PLANNED_PCI_CGI_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmDrxMeasSuccCgiQci1,ACC,Single,The total number of successful CGI measurement with DRX for ANR PCI Conflict when the UE has QCI1 bearer.,,OSS shall step this counter when the pmEvent INTERNAL_PROC_ANR_PCI_CONFLICT_CGI_REPORT is received and measurement result is successful.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ANR_PCI_CONFLICT_CGI_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsErabEstabAttAddedHoOngoingQci,ACC,PDF[256],The total number of successful attempts to setup initial ERABs shall be counted per cell amd per QCI.,,Position x in the PDF is stepped when EVENT_PARAM_ERAB_QCI[y] = x and EVENT_ARRAY_ERAB_SETUP_RESULT[y] = EVENT_VALUE_ONGOING_HANDOVER or EVENT_VALUE_ONGOING_RRC_REESTABLISHMENT alternatively position x in the PDF is stepped when EVENT_PARAM_ERAB_QCI[y] = x and EVENT_ARRAY_ERAB_SETUP_RESULT[y] = EVENT_VALUE_ONGOING_HANDOVER or EVENT_VALUE_ONGOING_RRC_REESTABLISHMENT .,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsErabEstabAttAddedQci,ACC,PDF[256],The total number of added E-RAB Establishment attempts per QCI. Added E-RABs are all E-RABs present in S1 message E-RAB Setup Request.,,Shall be stepped for each E-RAB Establishment attempt per QCI at reception of S1-AP message E-RAB Setup Request.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsErabEstabAttInitQci,ACC,PDF[256],The total number of initial E-RAB Establishment attempts per QCI. Initial E-RABs are all E-RABs present in the S1 message Initial Context Setup Request.,,Shall be stepped for each E-RAB Establishment attempt per QCI at reception of S1-AP message Initial Context Setup Request.,,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsErabEstabSuccAddedQci,ACC,PDF[256],The total number of successful additional E-RAB setup per QCI.,,Shall be stepped for each successful E-RAB Establishment attempt per QCI at transmission of S1-AP message E-RAB Setup Response.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsErabEstabSuccInitQci,ACC,PDF[256],The total number of successful attempts to setup initial ERABs shall be counted per cell amd per QCI.,,Stepped for each successful attempt to setup initial E-RAB per QCI.,,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsErabRelAbnormalEnbActQci,ACC,PDF[256],"The total number of active E-RABs released abnormally per cell per QCI for requests initiated by eNB (per cell per QCI). , except active E-RABs released due to successful HO. An E-RAB is considered to be active when there are data in the DL or UL queues for the E-RAB.",,"The bin is stepped for each released active E-RAB that maps to a certain QCI when the release is triggered by an E-RAB Release Indication, UE Context Release Request or Reset message and has a internal abnormal cause code, except active E-RABs released due to a successful HO. In the UL case when a UE has multiple bearers co-existing and sharing the same LCG, the bearers share a single packet queue. If one of the bearers is released and there is data in the queue, the bearer's associated counter is incremented, regardless of whether or not the data belongs to the released bearer.
Note. When the release cause indicates partial node restart, the actual status of the buffer is indeterminate at time of the restart therefore the bearer is instead considered active based on the latest RBS internal activity information (typically 1 second resolution), meaning that a bearer counted as ""active"" could have been inactive for up to 1 second.",,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsErabRelAbnormalEnbActQci,ACC,PDF[256],"The total number of active E-RABs released abnormally per cell per QCI for requests initiated by eNB (per cell per QCI). , except active E-RABs released due to successful HO. An E-RAB is considered to be active when there are data in the DL or UL queues for the E-RAB.",,"The bin is stepped for each released active E-RAB that maps to a certain QCI when the release is triggered by an E-RAB Release Indication, UE Context Release Request or Reset message and has a internal abnormal cause code, except active E-RABs released due to a successful HO. In the UL case when a UE has multiple bearers co-existing and sharing the same LCG, the bearers share a single packet queue. If one of the bearers is released and there is data in the queue, the bearer's associated counter is incremented, regardless of whether or not the data belongs to the released bearer.
Note. When the release cause indicates partial node restart, the actual status of the buffer is indeterminate at time of the restart therefore the bearer is instead considered active based on the latest RBS internal activity information (typically 1 second resolution), meaning that a bearer counted as ""active"" could have been inactive for up to 1 second.",,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsErabRelAbnormalEnbQci,ACC,PDF[256],The total number of E-RABs released abnormally per cell per QCI for requests initiated by eNB.,,The bin is stepped for each released E-RAB that maps to a certain QCI when the release is triggered by an UE CONTEXT RELEASE REQUEST message and has an internal abnormal cause code and with the pre-condition that the Initial Context Establishment procedure must first have been successfully completed.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsErabRelAbnormalEnbQci,ACC,PDF[256],The total number of E-RABs released abnormally per cell per QCI for requests initiated by eNB.,,The bin is stepped for each released E-RAB that maps to a certain QCI when the release is triggered by an UE CONTEXT RELEASE REQUEST message and has an internal abnormal cause code and with the pre-condition that the Initial Context Establishment procedure must first have been successfully completed.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsErabRelAbnormalMmeActQci,ACC,PDF[256],"The total number of E-RAB Releases (per cell per QCI) initiated by the MME considered as abnormal. The counter is stepped if data was lost in either the UL or DL buffers.
[0]: N/A
[1]: Abnormal active E-RAB releases for E-RABs with QCI 1
....
[255]: Abnormal active E-RAB releases for E-RABs with QCI 255",,"The bin corresponding to the QCI of the E-RAB is stepped at reception of S1 message E-RAB Release Command or UE Context Release with none of the causes Normal Release, Handover Successful, User Inactivity, Detach, CS Fallback Triggered, Inter-RAT Redirection, UE Not available for PS Service or Redirection towards 1xRTT and there was data in either the UL or DL buffer (i.e. active). The release must also have been MME initiated. In the UL case when a UE has multiple bearers co-existing and sharing the same LCG, the bearers share a single packet queue. If one of the bearers is released and there is data in the queue, the bearer's associated counter is incremented, regardless of whether or not the data belongs to the released bearer.",,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
