Model,MO Class Name,Action,Description,Return Type,Parameter Name,Parameter Description,Data Type,Range and Values,Sequence Length,Deprecated,Obsolete,Precondition,Disturbances,Dependencies,Preliminary
Equipment,TheftDeterrence,lock,Locks stored network identities.,string,password,Password must be used when unlocking.,string,Length: 12..255,1,,,,,,
Equipment,TheftDeterrence,lockPermanently,"Locks stored network identities permanently.

Note. Unlocking is not possible.
This action is not recommended for units where unlocking is possible.

Action is intended for units that do not support actions lock and unlock.",string,,,,,,,,,,,
Equipment,TheftDeterrence,unlock,Unlock stored network identities.,string,password,Password for unlocking.,string,Length: 12..255,1,,,,,,
Equipment,TheftDeterrence,displayPlmnIds,Lists PLMN IDs configured for supported RATs and provided by TheftDeterrenceForRadioUnits license.,string,,,,,,,,,,,
EquipmentSupportFunction,BatteryBackup,readBatteryTestResult,Action for reading out the result of a finished battery test. Output data is stored persistently. This means that the result can always be read for the last finished on demand test and periodic test separately. The action is valid for battery capacity and backup time tests.,struct ApcBatteryTestResult,testType,Type of battery test to read result for.,enum ApcBatteryTestType,"PERIODIC
ON_DEMAND",1,,,,,,
EquipmentSupportFunction,BatteryBackup,readBatteryTestStatus,"Action for reading out the status of an ongoing battery test (testState is IN_PROGRESS or PENDING). Valid for on demand test and periodic test. Valid for battery capacity and backup time tests. Updated values can be retrieved by issuing this action regularly during a test. Out parameter values are not stored persistently and can therefore only be read during a test. All out parameter values, except for testState, are undefined in testState PENDING.",struct ApcBatteryTestStatus,,,,,,,,,,,
EquipmentSupportFunction,BatteryBackup,startBatteryTest,"Starts on-demand battery capacity test or battery backup time test. Test only starts when battery is fully charged or if forced parameter is set to true. Battery is considered fully charged when current is stable below 2 A for 1 hour.
If batteries are not fully charged and forced parameter is set to false, test is set to PENDING on testState parameter. In this case, batteries must be fully charged within 24 hours to start the test.
If conditions are not fulfilled within pending period (24 hours), testState will be set to UNDEFINED and test will end with FAILED result.",void,forced,"Specifies if forced initiation should be used or not. Forced initiation means that a number of pre-conditions are overridden and that the test can be started even if these pre-conditions are not fulfilled. Overridden pre-conditions:
- batteries are considered fully charged
- system is not running on batteries in case of battery time test
No alarms are raised as a result of the battery test if parameter forced is set to true. Manual evaluation of the test result is needed.

Dependencies: Attribute referenceBatteryCapacity is not updated as a result of the battery test if parameter forced is set to true. ",boolean,,1,,,,"RBS is powered from batteries during test. This battery discharge makes RBS more sensitive to mains power failure during test. If AC power interruptions are common, sensitivity can be reduced if test is scheduled for low traffic hours.","Battery capacity test is executed if sharedBattery is set to false. Otherwise, backup time test is executed.",
EquipmentSupportFunction,BatteryBackup,startEqualizeCharging,"Starts equalize charging.
",void,,,,,,,,,,,
EquipmentSupportFunction,BatteryBackup,stopBatteryTest,Stops an ongoing battery capacity test or battery backup time test that was started via action startBatteryTest.,void,,,,,,,,,,,
EquipmentSupportFunction,BatteryBackup,stopEqualizeCharging,Stops equalize charging.,void,,,,,,,,,,,
NodeSupport,LicenseSupport,initialize,This action is not supported.,string,,,,,,,Since 19.Q3. Has no functional behaviour.,,,,
NodeSupport,LicenseSupport,installAreaLicenseKeys,This action is not supported.,enum InstallAreaLicenseKeysResult,,,,,,,Since 19.Q3. Has no functional behaviour.,,,,
NodeSupport,LicenseSupport,migrateFingerprint,This action is not supported.,uint16,fingerprint,The parameter is not supported.,string,,1,,Since 20.Q3. Has no functional behaviour.,,,,
NodeSupport,LicenseSupport,migrateFingerprint,This action is not supported.,uint16,uri,The parameter is not supported.,string,,0..1,,Since 20.Q3. Has no functional behaviour.,,,,
NodeSupport,LicenseSupport,migrateFingerprint,This action is not supported.,uint16,password,"The parameter is not supported.
",string,,0..1,,Since 20.Q3. Has no functional behaviour.,,,,
NodeSupport,LicenseSupport,cancel,"Cancels ongoing action.

",boolean,,,,,,,,,,,
NodeSupport,InstantaneousLicensing,cancel,"Cancels current refreshKeyFile action.
Action returns true if action is accepted. Otherwise, false is returned.",boolean,,,,,,,,,,,
NodeSupport,InstantaneousLicensing,refreshKeyFile,"Generates and installs Key File.

Action returns immediately after invocation. Progress of action can be tracked by attribute progressReport . Action returns error message if cannot start for some reason, for example, if another parallel action is in progress. When action is successfully started, action ID is returned. Action ID is unique for every invocation of action.",uint16,,,,,,,,,,,
NodeSupport,InstantaneousLicensing,calculateLicenseDemand,"Action to calculate current license needs

Action returns calculated license needs as a JSON string and status for calculation.",struct LicenseCalculationResult,lrfName,"Optional name of License Request File (LRF).

Name is stored in attribute lrfName. If not specified attribute lrfName is cleared.",string,,0..1,,,,,,
NodeSupport,OnSiteActivities,clearTechnicianPresent,"Resets the attribute technicianPresent to NOT_PRESENT. 
Intended to be used when the technician has left the RBS site without announcing it.",void,,,,,,,,,,,
NodeSupport,OnapSupport,getAlarmList,"Orders sending of active alarm list towards destination specified in VesClient MO of type FM_VES_CLIENT.

Returns immediately after invocation. Returned value indicates number of alarms that will be sent. Value zero means no alarms will be sent.

If there is communication failure towards the destination, alarms are buffered and retransmission attempts are made for up to one hour. If a second action is made while retransmission of first alarm list is ongoing, the buffered alarm list is replaced by a new one.

VES interface status can be checked in VesClient MO of clientType FM_VES_CLIENT.",uint16,,,,,,,,,,,True
NodeSupport,SwSigningCertM,confirmCrl,"Confirm the new CRL.

Ends the grace period before it expires.
Old UPs and associated backups are removed automatically.",string,,,,,,,,,,,
NodeSupport,SwImage,restrictSwVersion,"Restricts software version.

When version is restricted, only Upgrade Packages that are produced in 2025 and onwards can be installed.

This action is not reversible.",string,,,,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,startUlsaSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,ipAddress,"IP address for SMRS server, used for measurement files. Required for all sampling types.",string,Length: 1..253,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by startSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,startUlsaSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,username,User name for connecting to SMRS server. Required for all sampling types.,string,,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by startSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,startUlsaSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,password,Password for connecting to SMRS server. Required for all sampling types.,string,,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by startSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,startUlsaSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,uploadDirectory,Path to directory in SMRS server where sampling results are stored. Required for all sampling types.,string,,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by startSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,startUlsaSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,targetRfPort,"RF port to be used for sampling. LDN value of targeted RfPort.
Required for all sampling types.",string,Length: 0..128,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by startSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,startUlsaSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,samplingType,"Type of sampling. Possible values are SNAPSHOT_SAMPLING, CONTINUOUS_SAMPLING or CONDITIONAL_SAMPLING.",enum UlSpectrumSamplingType,"SNAPSHOT_SAMPLING
CONTINUOUS_SAMPLING
CONDITIONAL_SAMPLING",1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by startSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,startUlsaSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,centerFrequency,Value must be specified in range of parameters minFrequency and maxFrequency received as a return value from action getUlsaSamplingCapability.,uint32,,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by startSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,startUlsaSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,displayedBandwidth,Value 0 means display is not required.,uint32,,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by startSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,startUlsaSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,resolutionBandwidth,Must be a non-zero positive number.,uint32,,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by startSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,startUlsaSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,samplingInterval,Delay time after one sampling is finished until start of next sampling for samplingType value CONTINUOUS_SAMPLING. Parameter has no meaning for other samplingTypes. Value 0 means continuous best effort. ,uint32,,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by startSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,startUlsaSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,samplingTimeout,Maximum waiting time for a specified trigger condition to happen or maximum duration of a continuous sampling type. Range is 10-7200. Recommended value is 1000 seconds for CONDITIONAL_SAMPLING and 3600 seconds for CONTINUOUS_SAMPLING. Parameter has no meaning for samplingType SNAPSHOT_SAMPLING.,uint32,,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by startSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,startUlsaSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,triggerTimeOfDay,Time in form of hh:mm:ss.sss when a sampling can be requested from radio. Used for CONDITIONAL_SAMPLING. Parameter has no meaning for other samplingTypes. Value ff:ff:ff.fff means not used.,string,Length: 0..128,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by startSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,startUlsaSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,powerLevel,Power trigger threshold at antenna reference point. Used for CONDITIONAL_SAMPLING. The parameter has no meaning for other samplingTypes. Value must be specified in range of parameters minPower and maxPower received from action getUlsaSamplingCapability. For CONDITIONAL_SAMPLING measurement trigger powerLevel is valid when parameter triggerTimeOfDay is set to ff:ff:ff.fff.,int32,,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by startSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,stopUlsaSampling,Stops a continuous sampling or preempts a conditional sampling.,void,targetRfPort,LDN value of targeted RfPort to stop sampling.,string,Length: 0..128,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by stopSampling. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,getUlsaSamplingCapability,"Fetches UL spectrum analyzer capabilities from radio and returns result in an array of struct UlsaCapabilityConfig. When radio has no measurable spectrum types in any RF branch, size of returning array equals 0.",struct UlsaCapabilityConfig,targetRadioUnit,targetRadioUnit is set to LDN for radio FieldReplaceableUnit MO.,string,Length: 0..128,1,,Since 22.Q2. Deprecated: Since 20.Q4. Replaced by getSamplingCapability. Planned to be removed.,,,,
NodeSupport,UlSpectrumAnalyzer,getSamplingCapability,"Fetches UL spectrum analyzer capabilities from radio and returns result in an array of struct CapabilityConfigData. When radio has no measurable spectrum types in any RF branch, size of returning array equals 0.",struct CapabilityConfigData,targetRadioUnit,targetRadioUnit is set to LDN for radio FieldReplaceableUnit MO.,string,Length: 0..255,1,,,,,,
NodeSupport,UlSpectrumAnalyzer,startSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,ipAddress,"IP address for SMRS server, used for measurement files. Required for all sampling types. ",string,Length: 1..253,1,,,,,,
NodeSupport,UlSpectrumAnalyzer,startSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,username,User name for connecting to SMRS server. Required for all sampling types.,string,,1,,,,,,
NodeSupport,UlSpectrumAnalyzer,startSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,password,Password for connecting to SMRS server. Required for all sampling types.,string,,1,,,,,,
NodeSupport,UlSpectrumAnalyzer,startSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,uploadDirectory,Path to directory in SMRS server where sampling results are stored. Required for all sampling types.,string,,1,,,,,,
NodeSupport,UlSpectrumAnalyzer,startSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,targetMeasurementPort,"Measurement port to be used for sampling. LDN value of targeted RfPort for CPRI radio, or LDN value of targeted Transceiver for eCPRI radio.
Required for all sampling types.",string,Length: 0..255,1,,,,,,
NodeSupport,UlSpectrumAnalyzer,startSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,samplingType,"Type of sampling. Possible values are SNAPSHOT_SAMPLING, CONTINUOUS_SAMPLING or CONDITIONAL_SAMPLING.",enum UlSpectrumSamplingType,"SNAPSHOT_SAMPLING
CONTINUOUS_SAMPLING
CONDITIONAL_SAMPLING",1,,,,,,
NodeSupport,UlSpectrumAnalyzer,startSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,centerFrequency,Value must be specified in range of parameters minFrequency and maxFrequency received as a return value from action getSamplingCapability. ,uint32,,1,,,,,,
NodeSupport,UlSpectrumAnalyzer,startSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,displayedBandwidth,Value 0 means display is not required.,uint32,,1,,,,,,
NodeSupport,UlSpectrumAnalyzer,startSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,resolutionBandwidth,Must be a non-zero positive number.,uint32,,1,,,,,,
NodeSupport,UlSpectrumAnalyzer,startSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,samplingInterval,Delay time after one sampling is finished until start of next sampling for samplingType value CONTINUOUS_SAMPLING. Parameter has no meaning for other samplingTypes. Value 0 means continuous best effort.,uint32,,1,,,,,,
NodeSupport,UlSpectrumAnalyzer,startSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,samplingTimeout,Maximum waiting time for a specified trigger condition to happen or maximum duration of a continuous sampling type. Range is 10-7200. Recommended value is 1000 seconds for CONDITIONAL_SAMPLING and 3600 seconds for CONTINUOUS_SAMPLING. Parameter has no meaning for samplingType SNAPSHOT_SAMPLING.,uint32,,1,,,,,,
NodeSupport,UlSpectrumAnalyzer,startSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,triggerTimeOfDay,Time in form of hh:mm:ss.sss when a sampling can be requested from radio. Used for CONDITIONAL_SAMPLING. Parameter has no meaning for other samplingTypes. Value ff:ff:ff.fff means not used. ,string,Length: 0..128,1,,,,,,
NodeSupport,UlSpectrumAnalyzer,startSampling,"Requests one or several UL spectrum samples to be collected from radio unit and stored on an SMRS server.
File name is displayed in filename.",void,powerLevel,"Power trigger threshold at antenna reference point. Used for CONDITIONAL_SAMPLING. Parameter has no meaning for other samplingTypes. Value must be specified in range of parameters minPower and maxPower received from action getSamplingCapability. For CONDITIONAL_SAMPLING, measurement trigger powerLevel is valid when parameter triggerTimeOfDay is set to ff:ff:ff.fff.",int32,,1,,,,,,
NodeSupport,UlSpectrumAnalyzer,stopSampling,Stops a continuous sampling or preempts a conditional sampling.,void,,,,,,,,,,,
Transport,GnssInfo,gnssReceiverResurvey,"Enable or disable automatic self-resurvey, or perform manual self-resurvey on connected GNSS receiver.",string,action,Selects action to perform.,enum GnssReceiverResurveyAction,"ENABLE
DISABLE
EXECUTE
CANCEL
STATUS",1,,,,,,
Transport,GnssInfo,gnssReceiverResurvey,"Enable or disable automatic self-resurvey, or perform manual self-resurvey on connected GNSS receiver.",string,noOfSatellites,"noOfSatellites can be in range 4..24, and is used only when action is set to execute.

If action is executed successfully, result is empty string.
If action failed, result is string with explanation.",uint8,4..24,1,,,,,,
Transport,GnssInfo,gnssReceiverReset,Initiate reset of connected GNSS receiver.,void,action,Set action to execute to initiate reset.,string,,1,Since 19.Q1. Planned to be removed. Replaced by gnssReceiverRestart.,,,,,
Transport,GnssInfo,gnssReceiverReset,Initiate reset of connected GNSS receiver.,void,slotNumber,GRU firmware slot number is used to restart GRU on particular firmware revision.,uint8,0..2,1,Since 19.Q1. Planned to be removed. Replaced by gnssReceiverRestart.,,,,,
Transport,GnssInfo,getGnssReceiverControl,Give node control of GNSS receiver.,string,action,"Set action to get or release control of GNSS receiver.

If action is executed successfully, result is empty string.
If action failed, result is string with explanation.

Action fails in following cases:
- Executed on node with connected GNSS receiver of older generation than GRU04.
- GRU04 or GRU05 is connected to node, but there is no control path towards GNSS receiver.",enum GnssRecControlAction,"RELEASE_CONTROL
GET_CONTROL",1,,,,,,
Transport,GnssInfo,gnssReceiverRestart,"Initiate restart of connected GNSS receiver.

Action can be executed if GPS02, GPS03, GRU04, or GRU05 receiver is connected to node.",string,action,"Set action to initiate reset.

If action is executed successfully, result is empty string.
If action failed, result is string with explanation.

Action fails if executed on node which has:
- GPS01 connected.
- GPS02, GPS03, GRU04, or GRU05 connected, but there is no control path towards GNSS receiver.
- GRU04 or GRU05 connected, but there is no control over GNSS receiver.",string,,1,,,,,,
Transport,GnssInfo,gnssReceiverRestartFromSlot,"Initiate reset to different firmware slot on GRU04 or GRU05.

Action can be executed only if GRU04 or GRU05 receiver is connected to node.",string,action,Set action to initiate reset.,string,,1,,,,,,
Transport,GnssInfo,gnssReceiverRestartFromSlot,"Initiate reset to different firmware slot on GRU04 or GRU05.

Action can be executed only if GRU04 or GRU05 receiver is connected to node.",string,slotNumber,GNSS receiver firmware slot number is used to restart GNSS receiver on particular firmware revision.,uint8,0..2,1,,,,,,
Transport,GnssInfo,gnssReceiverRestartFromSlot,"Initiate reset to different firmware slot on GRU04 or GRU05.

Action can be executed only if GRU04 or GRU05 receiver is connected to node.",string,rollbackSlot,"If restart fails due to new defined slot number, GNSS receiver autonomously restart to slot defined with rollbackSlot parameter.

If action is executed successfully, result is empty string.
If action failed, result is string with explanation.

Action fails in following cases:
- Executed on node with connected GNSS receiver of older generation than GRU04.
- GRU04 or GRU05 is connected to node, but node has no control over GNSS receiver.",uint8,0..2,1,,,,,,
Transport,GnssInfo,setGnssRecAntSelection,Configures GNSS receiver antenna selection.,string,action,"Set action to select internal or external GNSS antenna.

If action is executed successfully, result is empty string.
If action failed, result is string with explanation.

Action fails in following case:
- Executed on node with connected GNSS receiver that is not supporting antenna selection functionality.",enum AntSel,"INTERNAL
EXTERNAL",1,,,,,,
Transport,NodeGroupSyncMember,retryEntranceToNodeGroup,Retries entrance to node group. Can be used if automatic entrance to node group is unsuccessful.,void,,,,,,,,,This action might cause traffic disturbances.,,
Transport,PtpProfileMeasurement,startMeasurement,"Starts PTP measurements.

If action is executed, result is empty string.
If action fails, result is string with explanation.

Action fails in following cases:
- Executed when operationalState is set to DISABLED.
- Executed when measurementStatus is set to STARTED.",string,,,,,,,,,,,
Transport,PtpProfileMeasurement,stopMeasurement,"Stops PTP measurements.

If action is executed, result is empty string.
If action fails, result is string with explanation.

Action fails if executed when measurementStatus is set to NOT_STARTED or FINISHED.",string,,,,,,,,,,,
Transport,AuthenticationServer,installPreSharedKey,"Install pre-shared key for RADIUS encryption.

Installation of pre-shared key is completed when action is completed without error.
Installation is not done if any error is returned.",void,presharedKey,String used as pre-shared key.,string,Length: 1..130,1,,,,Invoking this action causes traffic disturbances.,,
Transport,AuthenticationServer,installPreSharedKey,"Install pre-shared key for RADIUS encryption.

Installation of pre-shared key is completed when action is completed without error.
Installation is not done if any error is returned.",void,serverAddress,"Remote authentication server, either IPv4 or IPv6 address. Address must be identical to one of addresses configured with this attribute.",string,Length: 1..253,1,,,,Invoking this action causes traffic disturbances.,,
Transport,Ikev2Session,installPreSharedKey,"Install pre-shared key for IKEv2 session.

This action must be used if pre-shared key based authentication is used.

To install pre-shared key, valid IPsec license must be installed, and IPsec feature must be activated.

If credential and trustCategory are set for Ikev2PolicyProfile MO, certificate-based authentication is used and pre-shared key is not used, even if installed.

Installation of pre-shared key is completed when action is completed without error.
Installation is not done if any error is returned.",void,presharedKey,String used as pre-shared key.,string,Length: 1..130,1,,,,Invoking this action causes traffic disturbances.,,
Transport,Ikev2Session,restartIkeSa,This causes the node to delete IKE SA and initiate negotiation of new IKE SA.,void,,,,,,,,,Invoking this action causes traffic disturbances.,,
Transport,PacketCapture,start,Start packet capturing.,string,interfaceLdn,"LDN of InterfaceIPv4/6, IpsecTunnel, or PeerIpsecTunnel.",string,,1,,,,,,
Transport,PacketCapture,start,Start packet capturing.,string,count,Number of packets.,uint32,1..16000,1,,,,,,
Transport,PacketCapture,start,Start packet capturing.,string,direction,Direction of packet capture.,enum PacketCaptureDirection,"BOTH
EGRESS
INGRESS",1,,,,,,
Transport,PacketCapture,stop,Stop active packet capturing.,string,,,,,,,,,,,
Transport,PacketCapture,status,Show packet capturing status.,string,,,,,,,,,,,
Transport,PacketCapture,export,Export packet captured file.,string,uri,"URI for destination, according to RFC 3986.",string,,1,,,,,,
Transport,PacketCapture,export,Export packet captured file.,string,password,Password for encryption.,string,,0..1,,,,,,
Transport,PacketCapture,export,Export packet captured file.,string,uripassword,"Password to URI, according to RFC 3986.",string,,0..1,,,,,,
Transport,Md5,setPassword,This action sets password that is used for MD5 authentication.,void,password,String to use as MD5 password.,string,Length: 1..16,1,,,,,,
Transport,PeerIpsecTunnel,restartIkeSa,Causes node to delete IKE SA. New IKE SA negotiation is initiated.,void,,,,,,,,,Invoking this action causes traffic disturbances.,,
NodeBFunction,NodeBFunction,bsctSetMode,"Switches NodeB between Normal and Base Station Conformance Testing operation mode. When set to BASE_STATION_CONFORMANCE_TEST, only test processing is possible, any communication on NBAP will be blocked. It fails if any cell, common channel or dedicated channel have been setup before execution. When set to NORMAL, NodeB is operational for live traffic.",void,mode,Operating modes.,enum BsctMode,"NORMAL
BASE_STATION_CONFORMANCE_TEST",1,,,,,,
NodeBFunction,NodeBLocalCell,bsctSetup,Sets up cell and channels for given test model. Valid if NodeB is locked for Base Station Conformance Testing with bsctSetMode.,void,testModel,"Test model.
Allowed values:
0: NOT_APPLICABLE
1: TEST_MODEL_1
2: TEST_MODEL_2
3: TEST_MODEL_3
4: TEST_MODEL_4
5: TEST_MODEL_5
6: TEST_MODEL_6",enum BsctTestModel,"TEST_MODEL_1
TEST_MODEL_2
TEST_MODEL_3
TEST_MODEL_4
TEST_MODEL_5
TEST_MODEL_6
TEST_MODEL_1_STF11
NOT_APPLICABLE",1,,,,,,
NodeBFunction,NodeBLocalCell,bsctSetup,Sets up cell and channels for given test model. Valid if NodeB is locked for Base Station Conformance Testing with bsctSetMode.,void,numOfDedicatedChannels,"Amount of dedicated channels to setup.
Allowed values for different test models:
Test model 1: 4, 8, 16, 32, 64
Test model 2: 3
Test model 3: 4, 8, 16, 32
Test model 4: 0
Test model 5: 4, 6, 14, 30
Test model 6: 4, 30",uint32,,1,,,,,,
NodeBFunction,NodeBLocalCell,bsctSetup,Sets up cell and channels for given test model. Valid if NodeB is locked for Base Station Conformance Testing with bsctSetMode.,void,pCpichPower,"Primary CPICH power. Allowed value range: [minDlPowerCapability, maxDlPowerCapability].",int32,,1,,,,,,
NodeBFunction,NodeBLocalCell,bsctRelease,Releases cell and all channels. Valid if NodeB is setup with bsctSetup and no transmission is ongoing.,void,,,,,,,,,,,
NodeBFunction,NodeBLocalCell,bsctStartPnTransmission,Starts PN transmission on all configured channels. Valid if NodeB is configured with test model for Base Station Conformance Testing before invoking.,void,,,,,,,,,,,
NodeBFunction,NodeBLocalCell,bsctStopPnTransmission,Stops PN transmission on all configured channels. Valid if in Base Station Conformance Testing mode and transmission is started.,void,,,,,,,,,,,
NodeBFunction,NodeBLocalCell,bsctStartBerMeasurement,Starts BER measurement on DCH. Valid if NodeB is configured with test model for Base Station Conformance Testing before invoking.,void,measTime,"Time in seconds to measure BER. Allowed values: 1, 10, 13, 39, 180, 300, 600.",int32,,1,,,,,,
NodeBFunction,NodeBLocalCell,bsctStopBerMeasurement,Stops BER measurement on DCH. Valid if in Base Station Conformance Testing mode and measurement on channel is started.,void,,,,,,,,,,,
NodeBFunction,NodeBLocalCell,bsctStartSirMeasurement,Starts SIR measurement on DCH. Valid if NodeB is configured with test model for Base Station Conformance Testing before invoking.,void,,,,,,,,,,,
NodeBFunction,NodeBLocalCell,bsctStopSirMeasurement,Stops SIR measurement on DCH. Valid if in Base Station Conformance Testing mode and measurement on channel is started.,void,,,,,,,,,,,
NodeBFunction,NodeBLocalCell,bsctSetupTPC,Sets up cell and channels for test model 2 with TPC test. Valid if NodeB is locked for Base Station Conformance Testing with bsctSetMode.,void,testModel,"Test model. 
Allowed values:
0: NOT_APPLICABLE
2: TEST_MODEL_2
",enum BsctTestModel,"TEST_MODEL_1
TEST_MODEL_2
TEST_MODEL_3
TEST_MODEL_4
TEST_MODEL_5
TEST_MODEL_6
TEST_MODEL_1_STF11
NOT_APPLICABLE",1,,,,,,
NodeBFunction,NodeBLocalCell,bsctSetupTPC,Sets up cell and channels for test model 2 with TPC test. Valid if NodeB is locked for Base Station Conformance Testing with bsctSetMode.,void,numOfDedicatedChannels,Amount of dedicated channels to setup. Allowed value :3,uint32,,1,,,,,,
NodeBFunction,NodeBLocalCell,bsctSetupTPC,Sets up cell and channels for test model 2 with TPC test. Valid if NodeB is locked for Base Station Conformance Testing with bsctSetMode.,void,pCpichPower,"Primary CPICH power. Allowed value range: [minDlPowerCapability, maxDlPowerCapability].",int32,,1,,,,,,
NodeBFunction,NodeBLocalCell,bsctSetupTPC,Sets up cell and channels for test model 2 with TPC test. Valid if NodeB is locked for Base Station Conformance Testing with bsctSetMode.,void,innerLoopDlpcStatus,Inner Loop DL power control Status.,enum BsctInnerLoopDlpcStatus,"INACTIVE
ACTIVE",1,,,,,,
NodeBFunction,NodeBLocalCell,bsctSetupTPC,Sets up cell and channels for test model 2 with TPC test. Valid if NodeB is locked for Base Station Conformance Testing with bsctSetMode.,void,tpcDlStepSize,"FDD transmission power control DL Step Size.

Unit: 0.1dB",enum BsctTpcDlStepSize,"5
10
15
20",1,,,,,,
