Model,MO Class Name,Struct Name,Parameter Name,Sequence Length,Parameter Description,Data Type,Range and Values,Default Value,MultiplicationFactor,Unit,Resolution,Dependencies,Deprecated,Obsolete,Preliminary
GNBCUCPFunction,McpcPCellProfileUeCfg,ReportConfigA1A2Rsrq,timeToTrigger,1,Time-to-trigger value for RSRQ in event A1 and A2 measurements.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",160,,ms,,,,,
GNBCUCPFunction,McpcPCellProfileUeCfg,ReportConfigA1A2Rsrq,timeToTriggerA1,1,"The time-to-trigger value for eventA1.

If -1, time-to-trigger value from struct member timeToTrigger is used.",int32,"-1, 0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",-1,,ms,,,,,
GNBCUCPFunction,PmUeIntraFreqCellProfile,ReportConfigA1A2Rsrq,hysteresis,1,Hysteresis value for RSRQ in event A1 and A2 measurements.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,PmUeIntraFreqCellProfile,ReportConfigA1A2Rsrq,threshold,1,RSRQ threshold value for event A1 and A2 measurements.,int32,-435..200,-435,0.1,dB,5.0,,,,
GNBCUCPFunction,PmUeIntraFreqCellProfile,ReportConfigA1A2Rsrq,timeToTrigger,1,Time-to-trigger value for RSRQ in event A1 and A2 measurements.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",160,,ms,,,,,
GNBCUCPFunction,PmUeIntraFreqCellProfile,ReportConfigA1A2Rsrq,timeToTriggerA1,1,"The time-to-trigger value for eventA1.

If -1, time-to-trigger value from struct member timeToTrigger is used.",int32,"-1, 0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",-1,,ms,,,,,
GNBCUCPFunction,IntraFreqMCCellProfileUeCfg,ReportConfigA1A2Rsrq,hysteresis,1,Hysteresis value for RSRQ in event A1 and A2 measurements.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,IntraFreqMCCellProfileUeCfg,ReportConfigA1A2Rsrq,threshold,1,RSRQ threshold value for event A1 and A2 measurements.,int32,-435..200,-435,0.1,dB,5.0,,,,
GNBCUCPFunction,IntraFreqMCCellProfileUeCfg,ReportConfigA1A2Rsrq,timeToTrigger,1,Time-to-trigger value for RSRQ in event A1 and A2 measurements.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",160,,ms,,,,,
GNBCUCPFunction,IntraFreqMCCellProfileUeCfg,ReportConfigA1A2Rsrq,timeToTriggerA1,1,"The time-to-trigger value for eventA1.

If -1, time-to-trigger value from struct member timeToTrigger is used.",int32,"-1, 0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",-1,,ms,,,,,
GNBCUCPFunction,Chipsets,Chipset,maxVer,1,Maximum value of chipset version range.,int32,0..99999,99999,,,,Must be higher than or equal to minVer.,,,
GNBCUCPFunction,Chipsets,Chipset,minVer,1,Minimum value of chipset version range.,int32,0..128,0,,,,Must be lower than or equal to maxVer.,,,
GNBCUCPFunction,Chipsets,Chipset,variant,1,Chipset variant.,int32,0..64,0,,,,,,,
GNBCUCPFunction,Chipsets,Chipset,vendor,1,Chipset vendor.,int32,0..16,0,,,,,,,
GNBCUCPFunction,DESManagementFunction,TimePeriod,endTime,1,"Time when period ends.

All values indicate UTC time.",string,Length: 5,"""22:00""",,,,Value must be later than startTime.,,,
GNBCUCPFunction,DESManagementFunction,TimePeriod,fri,1,Whether to include Fridays.,boolean,,true,,,,,,,
GNBCUCPFunction,DESManagementFunction,TimePeriod,mon,1,Whether to include Mondays.,boolean,,true,,,,,,,
GNBCUCPFunction,DESManagementFunction,TimePeriod,sat,1,Whether to include Saturdays.,boolean,,true,,,,,,,
GNBCUCPFunction,DESManagementFunction,TimePeriod,startTime,1,"Time when period starts.

All values indicate UTC time.",string,Length: 5,"""06:00""",,,,Value must be earlier than endTime.,,,
GNBCUCPFunction,DESManagementFunction,TimePeriod,sun,1,Whether to include Sundays.,boolean,,true,,,,,,,
GNBCUCPFunction,DESManagementFunction,TimePeriod,thu,1,Whether to include Thursdays.,boolean,,true,,,,,,,
GNBCUCPFunction,DESManagementFunction,TimePeriod,tue,1,Whether to include Tuesdays.,boolean,,true,,,,,,,
GNBCUCPFunction,DESManagementFunction,TimePeriod,wed,1,Whether to include Wednesdays.,boolean,,true,,,,,,,
GNBCUCPFunction,DESManagementFunction,LoadParameters,threshold,1,Traffic load threshold expressed in percentage of traffic load metric.,int32,0..100,10,,%,,,,,
GNBCUCPFunction,DESManagementFunction,LoadParameters,timeDuration,1,Time duration for the threshold to be activated.,int32,60..86400,900,,s,,,,,
GNBCUCPFunction,EsiSelectiveUeTracingCfg,UeTraceReference,mcc,1,"Mobile Country Code (MCC) identifies uniquely domicile country of mobile subscriber.

MCC consists of three decimal digits. First digit identifies geographic region. Values 1 and 8 are not allowed as first digit.
As default value, use 001.",string,Length: 3,"""None""",,,,,,,True
GNBCUCPFunction,EsiSelectiveUeTracingCfg,UeTraceReference,mnc,1,"MNC identifies home PLMN of mobile subscription.

MNC consists of two or three decimal digits. For example, MNC of 001 is not same as MNC of 01.
As default value, use 01.",string,Length: 2..3,"""None""",,,,,,,True
GNBCUCPFunction,EsiSelectiveUeTracingCfg,UeTraceReference,traceId,1,Consists of six hexadecimal digits.,string,Length: 6,"""None""",,,,,,,True
GNBCUCPFunction,EUtranCellRelation,EssCellScPair,eNBessLocalScId,1,The eNodeB Local SectorCarrier ID.,int32,0..99999,0,,,,,,,
GNBCUCPFunction,EUtranCellRelation,EssCellScPair,essScPairId,1,ESS SectorCarrier Pair ID.,int64,0..9223372036854775807,0,,,,,,,
GNBCUCPFunction,EUtranCellRelation,EssCellScPair,gNBessLocalScId,1,The gNodeB Local SectorCarrier ID.,int32,0..99999,0,,,,,,,
GNBCUCPFunction,ExternalNRCellCU,Ncgi,cellLocalId,1,"Together with gNodeB identifier, identifies an NR cell within a PLMN.

Together with gNBId it forms NCI.",int32,0..16383,0,,,,,,,
GNBCUCPFunction,ExternalNRCellCU,Ncgi,gNBId,1,"Identifies a gNodeB within a PLMN.

Part of the NR Cell Global Identity. Identifies node over NG-C and X2.",int64,0..4294967295,0,,,,,,,
GNBCUCPFunction,ExternalNRCellCU,Ncgi,gNBIdLength,1,"Length of gNBId bit string representation.

If gNBId bit representation exceeds 22 bits, gNBIdLength value must be at least minimum bit length that can accommodate gNBId.

gNBId =< (2^gNBIdLength)-1",int32,22..32,22,,,,,,,
GNBCUCPFunction,ExternalNRCellCU,Ncgi,mcc,1,MCC part of a PLMN identity used in radio network.,int32,0..999,1,,,,,,,
GNBCUCPFunction,ExternalNRCellCU,Ncgi,mnc,1,MNC part of a PLMN identity used in radio network.,int32,0..999,1,,,,,,,
GNBCUCPFunction,ExternalNRCellCU,Ncgi,mncLength,1,Length of the MNC part of a PLMN identity used in the radio network.,int32,2..3,2,,,,,,,
GNBCUCPFunction,ExternalEUtranCell,Ncgi,cellLocalId,1,"Together with gNodeB identifier, identifies an NR cell within a PLMN.

Together with gNBId it forms NCI.",int32,0..16383,0,,,,,,,
GNBCUCPFunction,ExternalEUtranCell,Ncgi,gNBId,1,"Identifies a gNodeB within a PLMN.

Part of the NR Cell Global Identity. Identifies node over NG-C and X2.",int64,0..4294967295,0,,,,,,,
GNBCUCPFunction,ExternalEUtranCell,Ncgi,gNBIdLength,1,"Length of gNBId bit string representation.

If gNBId bit representation exceeds 22 bits, gNBIdLength value must be at least minimum bit length that can accommodate gNBId.

gNBId =< (2^gNBIdLength)-1",int32,22..32,22,,,,,,,
GNBCUCPFunction,ExternalEUtranCell,Ncgi,mcc,1,MCC part of a PLMN identity used in radio network.,int32,0..999,1,,,,,,,
GNBCUCPFunction,ExternalEUtranCell,Ncgi,mnc,1,MNC part of a PLMN identity used in radio network.,int32,0..999,1,,,,,,,
GNBCUCPFunction,ExternalEUtranCell,Ncgi,mncLength,1,Length of the MNC part of a PLMN identity used in the radio network.,int32,2..3,2,,,,,,,
GNBCUCPFunction,NRCellCU,Ncgi,cellLocalId,1,"Together with gNodeB identifier, identifies an NR cell within a PLMN.

Together with gNBId it forms NCI.",int32,0..16383,0,,,,,,,
GNBCUCPFunction,NRCellCU,Ncgi,gNBId,1,"Identifies a gNodeB within a PLMN.

Part of the NR Cell Global Identity. Identifies node over NG-C and X2.",int64,0..4294967295,0,,,,,,,
GNBCUCPFunction,NRCellCU,Ncgi,gNBIdLength,1,"Length of gNBId bit string representation.

If gNBId bit representation exceeds 22 bits, gNBIdLength value must be at least minimum bit length that can accommodate gNBId.

gNBId =< (2^gNBIdLength)-1",int32,22..32,22,,,,,,,
GNBCUCPFunction,NRCellCU,Ncgi,mcc,1,MCC part of a PLMN identity used in radio network.,int32,0..999,1,,,,,,,
GNBCUCPFunction,NRCellCU,Ncgi,mnc,1,MNC part of a PLMN identity used in radio network.,int32,0..999,1,,,,,,,
GNBCUCPFunction,NRCellCU,Ncgi,mncLength,1,Length of the MNC part of a PLMN identity used in the radio network.,int32,2..3,2,,,,,,,
GNBCUCPFunction,ExternalEUtranCell,EUtraCgi,cellLocalId,1,"RBS internal ID attribute for EUtranCell.

Together with node ID and PLMN, this is a universally unique cell ID.
Updated through EN-DC X2 messages.",int32,0..255,0,,,,,,,
GNBCUCPFunction,ExternalEUtranCell,EUtraCgi,eNodeBId,1,ENodeB ID that forms part of the Cell Global Identity.,int32,0..1048575,0,,,,,,,
GNBCUCPFunction,ExternalEUtranCell,EUtraCgi,mcc,1,MCC part of a PLMN identity used in radio network.,int32,0..999,1,,,,,,,
GNBCUCPFunction,ExternalEUtranCell,EUtraCgi,mnc,1,MNC part of a PLMN identity used in radio network.,int32,0..999,1,,,,,,,
GNBCUCPFunction,ExternalEUtranCell,EUtraCgi,mncLength,1,Length of the MNC part of a PLMN identity used in radio network.,int32,2..3,2,,,,,,,
GNBCUCPFunction,ExternalGNBCUCPFunction,GlobalUniqueAmfRegionId,amfRegionId,1,Indicates AMF region.,int32,0..255,0,,,,,,,
GNBCUCPFunction,ExternalGNBCUCPFunction,GlobalUniqueAmfRegionId,mcc,1,"Mobile Country Code (MCC) identifies uniquely domicile country of mobile subscriber.

MCC consists of three decimal digits. First digit identifies geographic region. Values 1 and 8 are not allowed as first digit.",string,Length: 3,"""001""",,,,,,,
GNBCUCPFunction,ExternalGNBCUCPFunction,GlobalUniqueAmfRegionId,mnc,1,"MNC identifies home PLMN of mobile subscription.

MNC consists of two or three decimal digits. For example, MNC of 001 is not same as MNC of 01.",string,Length: 2..3,"""01""",,,,,,,
GNBCUCPFunction,ExternalNRCellCU,SliceSelectionAssistInfo,sd,1,"Slice Differentiator (SD).

If it is not associated with SST, SD value can be set to 16777215.",int32,0..16777215,,,,,,,,
GNBCUCPFunction,ExternalNRCellCU,SliceSelectionAssistInfo,sst,1,"Slice/Service Type (SST).

Values 0 to 127 belong to standardized SST range and are defined in 3GPP TS 23.501. Values 128 to 255 belong to operator-specific range.",int32,0..255,,,,,,,,
GNBCUCPFunction,ResourcePartitionMember,SliceSelectionAssistInfo,sd,1,"Slice Differentiator (SD).

If it is not associated with SST, SD value can be set to 16777215.",int32,0..16777215,,,,,,,,
GNBCUCPFunction,ResourcePartitionMember,SliceSelectionAssistInfo,sst,1,"Slice/Service Type (SST).

Values 0 to 127 belong to standardized SST range and are defined in 3GPP TS 23.501. Values 128 to 255 belong to operator-specific range.",int32,0..255,,,,,,,,
GNBCUCPFunction,TermPointToAmf,SliceSelectionAssistInfo,sd,1,"Slice Differentiator (SD).

If it is not associated with SST, SD value can be set to 16777215.",int32,0..16777215,,,,,,,,
GNBCUCPFunction,TermPointToAmf,SliceSelectionAssistInfo,sst,1,"Slice/Service Type (SST).

Values 0 to 127 belong to standardized SST range and are defined in 3GPP TS 23.501. Values 128 to 255 belong to operator-specific range.",int32,0..255,,,,,,,,
GNBCUCPFunction,NRCellCU,SliceSelectionAssistInfo,sd,1,"Slice Differentiator (SD).

If it is not associated with SST, SD value can be set to 16777215.",int32,0..16777215,,,,,,,,
GNBCUCPFunction,NRCellCU,SliceSelectionAssistInfo,sst,1,"Slice/Service Type (SST).

Values 0 to 127 belong to standardized SST range and are defined in 3GPP TS 23.501. Values 128 to 255 belong to operator-specific range.",int32,0..255,,,,,,,,
GNBCUCPFunction,GNBCUCPFunction,RfspSpidPair,rfsp,1,RAT/Frequency Selection Priority (RFSP) Index.,int32,1..256,,,,,,,,
GNBCUCPFunction,GNBCUCPFunction,RfspSpidPair,spid,1,Subscriber Profile ID for RAT/Frequency Priority.,int32,1..256,,,,,,,,
GNBCUCPFunction,ImeiSvGroup,ImeiTacSvSn,maxSn,1,"Maximum value of serial number range.

Last four digits of SNR are automatically masked with 0xFFFF to match with masked IMEISV.",int32,0..999999,999999,,,,Must be higher than or equal to minSn.,,,
GNBCUCPFunction,ImeiSvGroup,ImeiTacSvSn,maxSvn,1,Maximum value of software version number range.,int32,0..99,99,,,,Must be higher than or equal to minSvn.,,,
GNBCUCPFunction,ImeiSvGroup,ImeiTacSvSn,minSn,1,"Minimum value of serial number range.

Last four digits of SNR are automatically masked with 0xFFFF to match with masked IMEISV.",int32,0..999999,0,,,,Must be lower than or equal to maxSn.,,,
GNBCUCPFunction,ImeiSvGroup,ImeiTacSvSn,minSvn,1,Minimum value of software version number range.,int32,0..99,0,,,,Must be lower than or equal to maxSvn.,,,
GNBCUCPFunction,ImeiSvGroup,ImeiTacSvSn,tac,1,Type allocation code of UE.,int32,0..99999999,0,,,,,,,
GNBCUCPFunction,PmUeIntraFreqCellProfile,ReportConfigA3Rsrp,hysteresis,1,Hysteresis value for eventA3.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,PmUeIntraFreqCellProfile,ReportConfigA3Rsrp,offset,1,Offset value for eventA3.,int32,-150..150,30,0.1,dB,5.0,,,,
GNBCUCPFunction,PmUeIntraFreqCellProfile,ReportConfigA3Rsrp,timeToTrigger,1,Time-to-trigger value for eventA3.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",640,,ms,,,,,
GNBCUCPFunction,IntraFreqMCCellProfile,ReportConfigA3Rsrp,hysteresis,1,Hysteresis value for eventA3.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,IntraFreqMCCellProfile,ReportConfigA3Rsrp,offset,1,Offset value for eventA3.,int32,-150..150,30,0.1,dB,5.0,,,,
GNBCUCPFunction,IntraFreqMCCellProfile,ReportConfigA3Rsrp,timeToTrigger,1,Time-to-trigger value for eventA3.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",640,,ms,,,,,
GNBCUCPFunction,IntraFreqMCCellProfileUeCfg,ReportConfigA3Rsrp,hysteresis,1,Hysteresis value for eventA3.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,IntraFreqMCCellProfileUeCfg,ReportConfigA3Rsrp,offset,1,Offset value for eventA3.,int32,-150..150,30,0.1,dB,5.0,,,,
GNBCUCPFunction,IntraFreqMCCellProfileUeCfg,ReportConfigA3Rsrp,timeToTrigger,1,Time-to-trigger value for eventA3.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",640,,ms,,,,,
GNBCUCPFunction,PmUeIntraFreqCellProfile,ReportConfigA3Rsrq,hysteresis,1,Hysteresis value for eventA3.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,PmUeIntraFreqCellProfile,ReportConfigA3Rsrq,offset,1,Offset value for eventA3.,int32,-150..150,30,0.1,dB,5.0,,,,
GNBCUCPFunction,PmUeIntraFreqCellProfile,ReportConfigA3Rsrq,timeToTrigger,1,Time-to-trigger value for eventA3.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",640,,ms,,,,,
GNBCUCPFunction,IntraFreqMCCellProfile,ReportConfigA3Rsrq,hysteresis,1,Hysteresis value for eventA3.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,IntraFreqMCCellProfile,ReportConfigA3Rsrq,offset,1,Offset value for eventA3.,int32,-150..150,30,0.1,dB,5.0,,,,
GNBCUCPFunction,IntraFreqMCCellProfile,ReportConfigA3Rsrq,timeToTrigger,1,Time-to-trigger value for eventA3.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",640,,ms,,,,,
GNBCUCPFunction,IntraFreqMCCellProfileUeCfg,ReportConfigA3Rsrq,hysteresis,1,Hysteresis value for eventA3.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,IntraFreqMCCellProfileUeCfg,ReportConfigA3Rsrq,offset,1,Offset value for eventA3.,int32,-150..150,30,0.1,dB,5.0,,,,
GNBCUCPFunction,IntraFreqMCCellProfileUeCfg,ReportConfigA3Rsrq,timeToTrigger,1,Time-to-trigger value for eventA3.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",640,,ms,,,,,
GNBCUCPFunction,IntraFreqMCCellProfileUeCfg,ReportConfigA3Sinr,hysteresis,1,Hysteresis value for event A3.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,IntraFreqMCCellProfileUeCfg,ReportConfigA3Sinr,offset,1,Offset value for event A3.,int32,-150..150,30,0.1,dB,5.0,,,,
GNBCUCPFunction,IntraFreqMCCellProfileUeCfg,ReportConfigA3Sinr,timeToTrigger,1,Time-to-trigger value for event A3.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",640,,ms,,,,,
GNBCUCPFunction,McfbCellProfile,ReportConfigB1Rsrp,hysteresis,1,Hysteresis value for eventB1.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,McfbCellProfile,ReportConfigB1Rsrp,threshold,1,RSRP threshold value for eventB1.,int32,-140..-44,-140,,dBm,,,,,
GNBCUCPFunction,McfbCellProfile,ReportConfigB1Rsrp,timeToTrigger,1,Time-to-trigger value for eventB1 measurement.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",40,,ms,,,,,
GNBCUCPFunction,OffloadCellProfileUeCfg,ReportConfigB1Rsrp,hysteresis,1,Hysteresis value for eventB1.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,OffloadCellProfileUeCfg,ReportConfigB1Rsrp,threshold,1,RSRP threshold value for eventB1.,int32,-140..-44,-140,,dBm,,,,,
GNBCUCPFunction,OffloadCellProfileUeCfg,ReportConfigB1Rsrp,timeToTrigger,1,Time-to-trigger value for eventB1 measurement.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",40,,ms,,,,,
GNBCUCPFunction,TrStSaCellProfileUeCfg,ReportConfigB1Rsrp,hysteresis,1,Hysteresis value for eventB1.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,TrStSaCellProfileUeCfg,ReportConfigB1Rsrp,threshold,1,RSRP threshold value for eventB1.,int32,-140..-44,-140,,dBm,,,,,
GNBCUCPFunction,TrStSaCellProfileUeCfg,ReportConfigB1Rsrp,timeToTrigger,1,Time-to-trigger value for eventB1 measurement.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",40,,ms,,,,,
GNBCUCPFunction,McfbCellProfileUeCfg,ReportConfigB1Rsrp,hysteresis,1,Hysteresis value for eventB1.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,McfbCellProfileUeCfg,ReportConfigB1Rsrp,threshold,1,RSRP threshold value for eventB1.,int32,-140..-44,-140,,dBm,,,,,
GNBCUCPFunction,McfbCellProfileUeCfg,ReportConfigB1Rsrp,timeToTrigger,1,Time-to-trigger value for eventB1 measurement.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",40,,ms,,,,,
GNBCUCPFunction,McfbCellProfile,ReportConfigB1Rsrq,hysteresis,1,Hysteresis value for eventB1.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,McfbCellProfile,ReportConfigB1Rsrq,threshold,1,RSRQ threshold value for eventB1.,int32,-195..-30,-195,0.1,dB,5.0,,,,
GNBCUCPFunction,McfbCellProfile,ReportConfigB1Rsrq,timeToTrigger,1,Time-to-trigger value for eventB1 measurement.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",40,,ms,,,,,
GNBCUCPFunction,McfbCellProfileUeCfg,ReportConfigB1Rsrq,hysteresis,1,Hysteresis value for eventB1.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,McfbCellProfileUeCfg,ReportConfigB1Rsrq,threshold,1,RSRQ threshold value for eventB1.,int32,-195..-30,-195,0.1,dB,5.0,,,,
GNBCUCPFunction,McfbCellProfileUeCfg,ReportConfigB1Rsrq,timeToTrigger,1,Time-to-trigger value for eventB1 measurement.,int32,"0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",40,,ms,,,,,
GNBCUCPFunction,McfbCellProfileUeCfg,ReportConfigB1Sinr,hysteresis,1,Hysteresis value for event B1.,int32,0..150,10,0.1,dB,5.0,,,,
GNBCUCPFunction,McfbCellProfileUeCfg,ReportConfigB1Sinr,threshold,1,SINR threshold value for event B1.,int32,-230..405,-230,0.1,dB,5.0,,,,
