PmEvent Name,Event Parameter Name,GPB Field Number,PmEventHeader/Payload,Parameter Description,Parameter Type,MANDATORY,DeprecatedSince,ReasonForDeprecation,UNIT,UsedSubrange,SupportedBands,SupportedDeployments,License,LimitationReason,EventParameterStatus,Filters,Filter Description,Filter DeprecatedSince,Filter ReasonForDeprecation,Filter Status
CuCpAnrNeighbRelRem,neighbour_eutra_cgi,8,Payload,E-UTRA CGI of target cell.,EutraCgi,N,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,,USED,,,,,
CuCpAnrNeighbRelRem,anr_cause,9,Payload,ANR cause for cell relation MO removal or demotion.,enum AnrCause,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, NR SA, CR EN-DC, CR NR SA",,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,gnb_id_length,3,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,global_gnb_id,4,Payload,"Global gNodeB identifier. Consists of PLMN identifier and gNodeB identifier.

PLMN identifier encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,gnb_du_id,5,Payload,The gNodeB Distributed Unit identifier.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,nci,6,Payload,"NR cell identity. See 3GPP TS 38.300.
",int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,serving_plmn_id,7,Payload,"PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,PlmnId,PlmnId: Identifier of PLMN. Consists of MCC and MNC.,,,PlmnId: USED
CuCpDataAwareMobilityBufMonConfig,pref_ue_group_id,8,Payload,Identifier of preference used by UE group to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,PrefUeGrpId,PrefUeGrpId: Identifier of preference UE group used to determine some UE property that requires specific configuration data.,,,PrefUeGrpId: USED
CuCpDataAwareMobilityBufMonConfig,ue_group_id,9,Payload,Identifier of UE group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeGrpId,UeGrpId: Identifier of UE group used to determine UE configuration data.,,,UeGrpId: USED
CuCpDataAwareMobilityBufMonConfig,ue_admission_group_id,10,Payload,Identifier of UE admission group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeAdmissionGrpId,UeAdmissionGrpId: Identifier of UE admission group used to determine UE configuration data.,,,UeAdmissionGrpId: USED
CuCpDataAwareMobilityBufMonConfig,ue_mobility_group_id,11,Payload,Identifier of UE mobility group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeMobilityGrpId,UeMobilityGrpId: Identifier of UE mobility group used to determine UE configuration data.,,,UeMobilityGrpId: USED
CuCpDataAwareMobilityBufMonConfig,ue_service_group_id,12,Payload,Identifier of UE service group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeServiceGrpId,UeServiceGrpId: Identifier of UE service group used to determine UE configuration data.,,,UeServiceGrpId: USED
CuCpDataAwareMobilityBufMonConfig,sdu_dl_age_threshold,13,Payload,Threshold for oldest RLC SDU age of DRB in downlink monitored for NR Data-Aware Mobility feature.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,sdu_dl_vol_threshold,14,Payload,Threshold for DRB total volume of RLC SDUs in downlink monitored for NR Data-Aware Mobility feature.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonConfig,buf_mon_config_type,15,Payload,"Indicates downlink buffer monitoring configuration type for NR Data-Aware Mobility feature.
Configuration type:
  - BUF_MON_CONFIG_TYPE_START
    - Represents the start of downlink buffer monitoring
  - BUF_MON_CONFIG_TYPE_UPDATE
    - Represents the update of downlink buffer monitoring
  - BUF_MON_CONFIG_TYPE_STOP
    - Represents the stop of downlink buffer monitoring
",enum BufMonConfigType,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,gnb_id_length,3,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,global_gnb_id,4,Payload,"Global gNodeB identifier. Consists of PLMN identifier and gNodeB identifier.

PLMN identifier encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,gnb_du_id,5,Payload,The gNodeB Distributed Unit identifier.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,nci,6,Payload,"NR cell identity. See 3GPP TS 38.300.
",int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,serving_plmn_id,7,Payload,"PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,PlmnId,PlmnId: Identifier of PLMN. Consists of MCC and MNC.,,,PlmnId: USED
CuCpDataAwareMobilityBufMonReport,pref_ue_group_id,8,Payload,Identifier of preference used by UE group to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,PrefUeGrpId,PrefUeGrpId: Identifier of preference UE group used to determine some UE property that requires specific configuration data.,,,PrefUeGrpId: USED
CuCpDataAwareMobilityBufMonReport,ue_group_id,9,Payload,Identifier of UE group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeGrpId,UeGrpId: Identifier of UE group used to determine UE configuration data.,,,UeGrpId: USED
CuCpDataAwareMobilityBufMonReport,ue_admission_group_id,10,Payload,Identifier of UE admission group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeAdmissionGrpId,UeAdmissionGrpId: Identifier of UE admission group used to determine UE configuration data.,,,UeAdmissionGrpId: USED
CuCpDataAwareMobilityBufMonReport,ue_mobility_group_id,11,Payload,Identifier of UE mobility group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeMobilityGrpId,UeMobilityGrpId: Identifier of UE mobility group used to determine UE configuration data.,,,UeMobilityGrpId: USED
CuCpDataAwareMobilityBufMonReport,ue_service_group_id,12,Payload,Identifier of UE service group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeServiceGrpId,UeServiceGrpId: Identifier of UE service group used to determine UE configuration data.,,,UeServiceGrpId: USED
CuCpDataAwareMobilityBufMonReport,buf_mon_duration,13,Payload,"Duriation of downlink buffer monitoring for NR Data-Aware Mobility feature.
Represents time period from initial configuration of buffer monitoring until report is received.
",int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityBufMonReport,buf_mon_report,14,Payload,"Contains the following downlink buffer monitoring information for the NR Data-Aware Mobility feature:
 - SDU downlink age threshold, which contains the configured threshold for oldest RLC SDU age in downlink for a DRB.
 - SDU downlink oldest age, which contains the reported value for oldest RLC SDU age in downlink for a DRB.
 - SDU downlink volume threshold, which contains the configured threshold for the total volume of RLC SDUs in downlink for a DRB.
 - SDU downlink volume, which contains the reported value for the total downlink volume of RLC SDUs for a DRB.
 - Related parameters for reported DRB, such as PDU session ID, S-NSSAI, DRB ID, 5QI, and ARP.
",BufMonReport,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,"Qos, Snssai, Arp","Qos: QoS value of bearers for which latency and contention delay values are measured. Can be either QCI value (NSA) or 5QI value (SA).
Snssai: Single-Network Slice Selection Assistance Information composed of SST and SD.
Arp: Allocation and Retention Priority Level value.",,,"Qos: USED
Snssai: USED
Arp: USED"
CuCpDataAwareMobilityBufMonReport,buf_mon_action,15,Payload,Action result after buffer-monitoring report.,enum BufMonAction,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,gnb_id_length,3,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,global_gnb_id,4,Payload,"Global gNodeB identifier. Consists of PLMN identifier and gNodeB identifier.

PLMN identifier encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,gnb_du_id,5,Payload,The gNodeB Distributed Unit identifier.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,nci,6,Payload,"NR cell identity. See 3GPP TS 38.300.
",int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,serving_plmn_id,7,Payload,"PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,PlmnId,PlmnId: Identifier of PLMN. Consists of MCC and MNC.,,,PlmnId: USED
CuCpDataAwareMobilityThpMonConfig,pref_ue_group_id,8,Payload,Identifier of preference used by UE group to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,PrefUeGrpId,PrefUeGrpId: Identifier of preference UE group used to determine some UE property that requires specific configuration data.,,,PrefUeGrpId: USED
CuCpDataAwareMobilityThpMonConfig,ue_group_id,9,Payload,Identifier of UE group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeGrpId,UeGrpId: Identifier of UE group used to determine UE configuration data.,,,UeGrpId: USED
CuCpDataAwareMobilityThpMonConfig,ue_admission_group_id,10,Payload,Identifier of UE admission group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeAdmissionGrpId,UeAdmissionGrpId: Identifier of UE admission group used to determine UE configuration data.,,,UeAdmissionGrpId: USED
CuCpDataAwareMobilityThpMonConfig,ue_mobility_group_id,11,Payload,Identifier of UE mobility group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeMobilityGrpId,UeMobilityGrpId: Identifier of UE mobility group used to determine UE configuration data.,,,UeMobilityGrpId: USED
CuCpDataAwareMobilityThpMonConfig,ue_service_group_id,12,Payload,Identifier of UE service group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeServiceGrpId,UeServiceGrpId: Identifier of UE service group used to determine UE configuration data.,,,UeServiceGrpId: USED
CuCpDataAwareMobilityThpMonConfig,drb_dl_throughput_threshold,13,Payload,Threshold for monitoring low downlink throughput for NR Data-Aware Mobility feature.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,ue_ul_throughput_threshold,14,Payload,Threshold for monitoring low uplink throughput for NR Data-Aware Mobility feature.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,thp_mon_type,15,Payload,"Indicates throughput monitoring type for NR Data-Aware Mobility feature.
Monitoring type:
  - THP_MON_TYPE_DOWNLINK
    - represents downlink throughput monitoring
  -  THP_MON_TYPE_UPLINK
    - represents uplink throughput monitoring
  -  THP_MON_TYPE_DOWNLINK_AND_UPLINK
    - represents downlink and uplink throughput monitoring
",enum ThpMonType,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityThpMonConfig,thp_mon_config_type,16,Payload,"Indicates throughput monitoring configuration type for NR Data-Aware Mobility feature.
Configuration type:
  - THP_MON_CONFIG_TYPE_START
    - represents the start of throughput monitoring
  - THP_MON_CONFIG_TYPE_UPDATE
    - represents the update of throughput monitoring
  - THP_MON_CONFIG_TYPE_STOP
    - represents the stop of throughput monitoring
",enum ThpMonConfigType,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpDataAwareMobilityThpMonReport,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityThpMonReport,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityThpMonReport,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityThpMonReport,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityThpMonReport,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpDataAwareMobilityThpMonReport,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
